rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0yLdNVWF3Srea0uzk55zFn","Miley Cyrus","Flowers","Columbia",1,1,6,"257330"
2,"spotify:track:1jI95q1ZSLZuVNdOMwaoUL","KKevin, L.L. Junior","Csavargó","KKEVIN",2,2,5,"248414"
3,"spotify:track:18DVypBkvcJtVFzQr5Ly7J","Beton.Hofi, Hundred Sins","BAGIRA","Universal Music Kft. Hungary",1,4,27,"225054"
4,"spotify:track:2SoIhnJXdHp8oo0w9pktub","Azahriah","introvertált dal","Supermanagement",4,-1,1,"192530"
5,"spotify:track:3cGzuLfzd4DpuQoV2W8AIk","Manuel","100 Hiba","Gold Record Music Kft.",1,3,4,"186045"
6,"spotify:track:2BAmnTI9arntwH5BRP3EZx","Manuel","Idegen","Gold Record Music Kft.",3,5,4,"180704"
7,"spotify:track:30JqjpV2qLhBfewhuF3Pey","Manuel, Azahriah","Toxic","Gold Record Music Kft.",4,6,4,"180323"
8,"spotify:track:0jJVsraMUoXKk8SCiE5fQz","T. Danny, KKevin","Csirió","T. Danny",8,8,3,"155698"
9,"spotify:track:0gW2MaJU6dWtgrrlFzwbE5","Manuel","Popstar","Gold Record Music Kft.",2,9,9,"147736"
10,"spotify:track:3XKdJfbBwnxUnn5tdaJoYL","DESH, Azahriah","Papa","Supermanagement",2,15,18,"145516"
11,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",3,13,26,"145215"
12,"spotify:track:6aINWu0V4uW9fggLqPq9xO","Manuel","Utolsó dal","Gold Record Music Kft.",6,7,4,"144284"
13,"spotify:track:1o0TkBcMTkkOg1KUeB4riK","Azahriah","four moods","Supermanagement",1,16,29,"142504"
14,"spotify:track:5sybMF2Gbm98ociatHQFpT","Kain, ekhoe, Pogány Induló","Latyo és haze","Kain",10,12,6,"141114"
15,"spotify:track:6WBuRbov384zl6wPJ49piD","Kolg8eight, Csoky, Beton.Hofi, Pogány Induló","Rizikó","6000 RECORDS",15,17,3,"133166"
16,"spotify:track:1dApWF2K4c91sOq0esaufz","Manuel","3 Nap","Gold Record Music Kft.",8,11,4,"127955"
17,"spotify:track:7jxraJulUuGw5kRjQtB7ah","Manuel","Vigyázz","Gold Record Music Kft.",7,10,4,"127068"
18,"spotify:track:6w9aIT3TyqClXIcKyw6W1a","KKevin, Bruno X Spacc","Topshit","KKEVIN",1,21,18,"116975"
19,"spotify:track:23A0p49PgR5YAyYzY8TAyc","Grasa","Tilidin","NGZ OTL",14,31,10,"114169"
20,"spotify:track:1cf5u4F1zIvn9wUjhqzxm9","ekhoe","Forog a világ","On The Low Inc.",2,22,14,"112017"
21,"spotify:track:6QsetQd65b8nsSBfPPSHvu","Manuel, ekhoe","Legenda","Gold Record Music Kft.",11,14,4,"110113"
