url,streams
spotify:track:3Kuu5vASpXK8oRsxOvau6P,"[37121, 29562, 23622, 18101, 14750, 14508]"
spotify:track:44ShclXTOOnYtt5CnCDeGV,"[29977, 32595, 30929]"
spotify:track:4J5cSxuAYJh4x6YqrpYLKL,"[27358, 26764, 16961, 13326]"
spotify:track:0i0wnv9UoFdZ5MfuFGQzMy,"[26452, 29016, 41993, 46455, 39254, 39395, 33055, 25767, 20012, 17081, 16418, 14774, 14717, 13309, 12998, 13061, 12919]"
spotify:track:2QrXzOqLCVDRZHkToA0tSR,"[24454, 22531, 19218, 19472, 19467, 20128, 18098, 21645, 19823, 16261, 13893, 14559, 13308, 17357, 17816, 16890, 16421, 15756, 15059, 13920]"
spotify:track:6rNJEv9Efsgp7EPk1dW5qp,"[24298, 20622, 12636]"
spotify:track:2MJdgSby3DtSS7bUJx2cly,[19842]
spotify:track:4cIPLtg1avt2Jm3ne9S1zy,"[18830, 20121, 19479, 18413, 17201, 16552, 15214, 13919, 13606, 12202]"
spotify:track:1Spmq0UazGU6ovMIlGldZX,[17738]
spotify:track:0OGNtqKkjI7FCE9HZ4Khgo,"[14165, 15359, 13253, 12733, 12180]"
spotify:track:4yaocgESiM55W0q8I8545J,"[13582, 12978, 15499, 15602, 16508, 20037, 21100, 21898, 23460, 26663, 30974, 28919, 28513, 25885, 28184, 35590, 36349, 35561, 38079, 35512, 33131, 31980, 32474, 32592, 31297, 31415, 35083, 33400, 31495, 29660, 28620, 27545, 24749, 24125, 25099, 26818, 27203, 27311, 26858, 27357, 27957, 27289, 27890, 26720, 23312, 21819, 22351, 23328, 23740, 26435, 27546, 26020, 26551, 25961, 26115, 25907, 25451, 25057, 25333, 25296, 25570, 26663, 25612, 25969, 25524, 26204, 26586, 25267, 24230, 23292, 23229, 23060, 22336, 24646, 23532, 22581, 20701, 19598, 19920, 18554, 17045, 19878, 19277, 18554, 18716, 18889, 20264, 20522, 21889, 23597, 22419, 22814, 23256, 26410, 24466, 23078, 22608, 23414, 23576, 23286]"
spotify:track:6ga9AmRYI7RHJl60MqNgdO,[13466]
spotify:track:3oY6ANnDviyZIjYSIUX02G,"[12460, 12717, 12690, 13204, 13571, 13630, 14134, 13388, 13799, 13864, 13518, 14381, 14205, 14205, 14299, 14231, 14781, 15193, 15493, 15345, 16552, 16244, 16516, 16139, 16463, 16889, 17324, 17110, 17754, 17522, 17148, 16791, 17345, 17285, 17737, 15575, 16824, 16340, 16239, 16096, 15618, 17261, 16985, 17545, 17711, 17231, 18255, 17314, 17111, 17629, 16425, 16536, 15609, 16247, 16590, 15418, 16503, 16945, 16776, 16847, 17315, 16824, 17430, 16978, 17058, 17654, 19091, 19398, 18406, 19202, 18625, 17854, 17485, 17033, 17685, 16846, 17770, 17309]"
spotify:track:4YJUTdZ0Pgl0ZeNyHYXeLd,"[12454, 12526]"
spotify:track:7dbka99KTWke5o9hRp0JoB,"[40635, 42029]"
spotify:track:1ahVFh0ViDZr8LvkEVlq3B,"[35917, 27034, 26918, 24376, 23437, 20499, 14524, 13596, 14078, 12777, 13065, 13332, 13671]"
spotify:track:7DHApOHsIFo7EyfieArYGE,"[33942, 25397, 23419, 21841, 25972, 28118, 25382, 23638, 20374]"
spotify:track:0816B4MN0oYYK2kxvLcEcN,"[31305, 23406, 18753, 16585, 14026, 12807]"
spotify:track:7pMRoGLEJuFM2wl5pt0R99,[19300]
spotify:track:6flur5o18COKeafnjLHRiJ,[17418]
spotify:track:1xnhpCzpcmavZs2hVhP0oe,"[16937, 18725, 17199, 29650, 24616, 19645, 19965, 21622, 18094, 17483, 17127, 16771, 16135, 15807, 15266, 14095, 13108, 13381, 14681, 13967, 14617, 17374, 18102, 18182, 19306, 19866, 17784]"
spotify:track:7uH27oIt4a6cIFCA8ZPcyG,"[16507, 16978, 16128, 16772, 19297, 16464, 14550, 14836, 13526]"
spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,"[16436, 13965, 12600]"
spotify:track:4TWflhgevIGo448fWc6mQq,"[16272, 13307]"
spotify:track:52EB2Gk1nkxZmbomJOXUde,[15473]
spotify:track:4JWQC6gyYoPRnxRxk0ta2M,[14005]
spotify:track:56lQI55srtE2glxdPffDLT,[13871]
spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,"[13209, 13068]"
spotify:track:5X4c1AVbFfl8u36AE5QLCI,[13022]
spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,"[12409, 12410, 12465, 13755, 13554, 13157, 14022, 12199, 13038, 12841, 13021, 13188, 13009, 13489, 13419, 13273, 13230, 14054, 14540, 14796, 15020, 15078, 15312, 14880, 14915, 15102, 14755, 14626, 15018, 16100, 16249, 15464, 15553, 16117, 17790, 15116, 16575, 16744, 17177, 16762, 17913, 15589, 15510, 17043, 19284, 16962, 17623, 18978, 22035, 20178, 19749, 21099, 20496, 18331, 18062, 17869, 16405, 17703, 17185, 16644, 17978, 17892, 17745, 17147, 18151, 18589, 18821, 19060, 19646, 20164, 19078, 19320, 19321, 19173, 19362, 18510, 17734, 18288, 18181, 18124, 17404, 17726, 17333, 17982, 17475, 18519, 19249, 20049, 20123, 20804, 19886, 20521, 21576, 20086, 23066, 22878, 22349, 22466, 22269, 22821, 23529, 24469, 25015, 25068, 23509, 23890, 24007, 24495, 24413, 23985, 23611, 24752, 24917, 24168, 24562, 24807, 26757, 31059, 33126, 33822, 32053, 33067, 34625, 32582, 32904, 34460, 35186, 33504, 33412, 34016, 37340, 32022, 34378, 36707, 37754, 39133, 40143, 40920, 47036, 52439, 46869, 46147, 46894, 47339, 48120, 46713, 50208, 47534, 46521, 44382, 42559, 42740, 41348, 42150, 39647, 39959, 38728, 38531, 36623, 36053, 36819, 37721, 38465, 37658, 37789, 38317, 38135, 37360, 39005, 39057, 38535, 39715, 40871, 44862, 48090, 47659, 45912, 49179, 48436, 48660, 49388, 47091, 49259, 44055, 48295, 46392, 47698, 47646, 46830, 46149, 46531, 47221, 46236, 45903, 45103, 46223, 44808, 48698, 46778, 48709, 48288, 47418, 44228, 44615, 48224, 48576, 47544, 49766, 49121, 45513, 44838, 44245, 43546, 41727, 41639, 42531, 41754, 41229, 41711, 39718, 41846, 42442, 41890, 42110, 40571, 40990, 40962, 43218, 41195, 42164, 41115, 47487, 60646, 57738, 57825, 51701, 52784, 49425, 52295, 52252, 50468, 48535, 46600, 46164, 45268, 43875, 46529, 43795, 46900, 44669, 42700, 42126, 41787, 41744, 60586, 62290, 54600, 50636, 53415, 49862]"
spotify:track:4y3OI86AEP6PQoDE6olYhO,"[109246, 101709, 82444, 79773, 72580, 70887, 66080, 59828, 52890, 52562, 53869, 50255, 48854, 48581]"
spotify:track:1WSGTYKLEpKfNQYYW5Oymt,"[67013, 55497, 52806, 44427, 33971, 29328, 29493, 21292, 16026, 15407, 15043, 13536]"
spotify:track:4txc3txsIt81diMzGhrVPS,"[31919, 57591, 40908, 38018]"
spotify:track:1R6VwZ8TuHRzxZUxe88n4I,[19080]
spotify:track:2J2oAJHsQI2oZ2Tbx4cnG4,"[17404, 16779, 16195, 14389, 13060, 14965, 15300, 13205, 13565, 13850, 13753, 13644, 14063, 14413, 15544, 16175, 16464, 16105, 15087, 15763, 16469, 15146, 15428, 15295, 15446, 15352, 15069, 15660, 15014, 14642, 14521, 14194, 14966, 15289, 17558, 14723, 15176, 20227, 20375, 18846, 19010, 19005, 16868, 16277, 17139, 17386, 17554, 16921]"
spotify:track:6gDxNSs5wvE5gPDOjADbxy,"[16743, 17116, 13825, 12766]"
spotify:track:0mfCH4nfpshBQR9ueZP5eP,[16242]
spotify:track:2qfEcCkEo5NscA9GL7ER72,"[15858, 11849, 15366, 17924, 17232, 17071, 15147, 13876]"
spotify:track:5UYK9MervBCROg8AHNeEIy,[15272]
spotify:track:4ZT9FnbFu1PaBfV3itxiqT,[15258]
spotify:track:1wJRveJZLSb1rjhnUHQiv6,"[14740, 15023, 15232, 22693, 24116, 27671, 29826, 22989, 22028, 19709, 19050, 13487]"
spotify:track:1JkrD47SDpAbyvqKtolcea,"[13915, 16563]"
spotify:track:3WDIhWoRWVcaHdRwMEHkkS,[13711]
spotify:track:7eBqSVxrzQZtK2mmgRG6lC,"[13373, 14502, 13564, 13946, 12404, 15132, 14498, 15965, 15755, 16172, 15586, 16134]"
spotify:track:03x2rVJRFUrvwlfxoHd9Mo,"[13366, 14227, 14876, 17727, 20492, 19242, 19053, 15866, 12723]"
spotify:track:3elxFhicPpzr63g630mTiY,"[13049, 13125, 11803, 12709, 13742, 11959, 13423, 13128, 12719]"
spotify:track:3qLBz3j26AHO2jBYUQWLA6,[12992]
spotify:track:5W83ErFkO3aKAIS1WMi6u0,"[12728, 13024, 13123, 13022]"
spotify:track:4iVVU8DyQvOVsKafv3KWIF,"[12668, 12000]"
spotify:track:5icOoE6VgqFKohjWWNp0Ac,"[43042, 43981, 48257, 42241, 40739, 38780, 33236, 28092, 28796, 28122, 25656, 23839, 23270, 17759, 16858, 17154, 18309, 18489, 16866, 15978, 15268, 18303, 18009, 17743, 16013, 17378, 17849, 17520, 17837, 17902, 17047, 17058, 16985, 16774, 14325, 14829, 14796, 14567]"
spotify:track:6MjNilJCVKJq0LfFvo5jWJ,"[40674, 23952, 18784, 13477]"
spotify:track:1DUSuNhF8P5vUGNPpQiZa5,"[33783, 31137, 33176, 28711]"
spotify:track:6Hj9jySrnFppAI0sEMCZpJ,"[25488, 17211, 15937, 13384, 37812, 28907, 18936, 18818, 22123, 21843, 21601, 21025, 20726, 19465, 20336, 19430, 18326, 20672, 19584, 18803, 17516, 15811, 16597, 17915, 17883, 18624, 18290, 18759, 19433, 19953, 19170, 19498, 19214, 20480, 23360, 23073, 23529, 24853, 24552, 26913, 27554, 30088, 31608, 31034, 33353, 32169, 32208, 31334, 32632, 34685, 29617, 32739, 31124, 30628, 34089, 35969, 34215, 34954, 30394, 28183, 31220, 31513, 30769, 30152, 29498, 28847, 27714, 27003, 27980, 26186, 26419, 23871, 22446, 22837, 22879, 22439, 21484, 19045, 19318]"
spotify:track:0uUNN1nSoUx1A4fkDCWDQ7,"[22651, 25312, 34739, 33875, 32119, 34723, 35916, 36759, 38335, 38450, 37758, 38474, 33605, 34265, 33583, 33492, 34682, 31085, 30170, 31082, 30977, 31730, 31850, 30517, 26860, 31108, 28641, 28510, 29029, 28537, 27644, 26744, 26066, 26464, 23177, 24135, 23871, 23198, 22745, 23305, 22656, 19934, 21803, 23087, 23551, 23205, 23524, 22478, 23220, 23567, 22974, 22477, 22387, 22201, 22499, 23143, 20924, 21042, 20542, 19377, 19992, 19961, 19863, 18793, 19538, 18803, 19200, 19097, 18394, 18723, 19504, 19104, 21299, 20723, 19435, 18181, 18776, 18650, 17837]"
spotify:track:13ZyrkCDmRz5xY3seuAWYk,"[18946, 12261]"
spotify:track:14SaZBTjxlorHJQxXh01Hu,[14781]
spotify:track:3fd5jcZKAzoiivM4ZDwhyU,[13583]
spotify:track:1Hmqe1oW9VVr5TKCoA5Hyl,"[12947, 12191, 12792, 13154, 13416, 14427, 12997, 13194, 14335, 13899, 14088, 14292, 14938, 14978, 14654, 15054, 16080, 16393, 16130, 17144, 16676, 17494, 17370, 17787, 17104, 17460, 17561, 17312, 17451, 17408, 17249, 17533, 18163, 18443, 15840, 16833, 16670, 16737, 16499, 16935, 17003, 17127, 17205, 17635, 17700, 18051, 18461, 18199, 18317, 17897, 16977, 17938, 18196, 17119, 17691, 17701, 17052, 18145, 18588, 18966, 19152, 19380, 18702, 19401, 19089, 19336, 22369, 22864, 23325, 22647, 22722, 24063, 22585, 22653, 22864, 24451, 24453, 23972, 24844, 24029, 24732, 23563, 21058, 22149, 22657, 22617, 22779, 24360, 24454, 23256, 20867, 23159, 23514, 23893, 24319, 25190, 24950, 25443, 25704, 24766, 25028, 25985, 27697, 26415, 26602, 26562, 25877, 25627, 26011, 25758, 25828, 25438, 27471, 28222, 26682, 26620, 24612, 25333, 26302, 26042, 25437, 24538, 24454, 24237, 22978, 21552, 22079, 22211, 22610, 27055, 25725, 24222, 25146, 22819, 22257, 22750, 22375, 22845, 26612, 25540, 33641, 37656, 38010, 35996, 36728, 35300, 35310, 32592, 31454, 28041, 28378, 27544, 29437, 27850, 27110, 29976, 29250, 29992, 29005, 29151, 36460, 34809, 33436, 31957, 29763, 30269, 30993, 29714, 27376, 26876, 26729]"
spotify:track:41MCdlvXOl62B7Kv86Bb1v,[12756]
spotify:track:6i0V12jOa3mr6uu4WYhUBr,"[12515, 13637, 19311, 15721, 14143]"
spotify:track:6XRgC4KAp4upKu0v7H4tQo,[12511]
spotify:track:2zYzyRzz6pRmhPzyfMEC8s,"[12448, 11838, 12543, 13017, 13206, 13167, 12528, 12732, 12465, 12939, 13390, 13398, 13818, 13899, 13857, 14488, 14489, 15033, 14977, 14184, 14220, 13883, 14549, 13313, 13297, 13674, 14082, 14170, 13910, 13999, 14428, 16342, 13841]"
spotify:track:6UTmrvq4nRmx1iQ6iMd1FD,[12397]
spotify:track:6eiztdXRkooWsBt2xToMWI,[12355]
spotify:track:6JqpFboOH2bq9pzaYbkKBn,"[33496, 35700, 26960, 18291]"
spotify:track:5zQRIDAlR6QzpHyhHJz4ZJ,"[27571, 24834, 20035, 18667, 19395, 16620, 15890, 15106, 15834, 15214, 14621, 13927, 14057, 15020, 17301, 16677, 15609, 17130, 17517, 16613, 16219, 15941, 16223, 16273, 15574, 15154, 14631, 13906, 14305, 14671, 15992, 14231, 15567, 15586, 16001, 15748, 15471]"
spotify:track:3Y7a0typ6ik1KscmebXd6D,"[24911, 24358, 21555, 19162]"
spotify:track:53CJANUxooaqGOtdsBTh7O,"[20475, 35144, 50655, 56923, 66651, 67977, 63944, 57285, 55831, 57552, 54844, 57886, 51266, 48050, 45644, 43182, 40378, 39829, 39018]"
spotify:track:5SHhPFh68OhUmuRPymKX9d,"[17766, 21966, 19468, 16188, 14285]"
spotify:track:3npzogdOEiVsieXmmhBepL,"[16915, 18756, 18553, 17961, 14096]"
spotify:track:07tuo1L7WaEWKGjDrp8oRV,"[16306, 13672]"
spotify:track:0A5gdlrpAuQqZ2iFgnqBFW,"[15809, 20107, 21894, 23810, 23575, 19538, 19195, 14125, 13153, 16760, 16854, 17652, 17181, 17807, 18150, 19016, 18884, 18428, 16940, 16467, 16416]"
spotify:track:0ClRIpqwHsdWjlBYcvMq5k,"[15760, 12882]"
spotify:track:37eGbhE1xVFSvcKkqGb6i1,[13283]
spotify:track:2RP8Svo0pMwZXnVcmOffDw,"[12780, 13829, 13935, 14350, 13533, 13347, 13133, 12553, 12969]"
spotify:track:4dTiQezDWmEOWcdCbWVWMp,[12727]
spotify:track:4u7EnebtmKWzUH433cf5Qv,"[39549, 36095, 32538, 32684, 30537, 27056, 27413, 25204, 23972, 23712, 23154, 27789, 30513, 27730, 26664, 26038, 25767, 24656, 23677, 22919, 22569, 23164, 21937, 20524, 21062, 21386, 21123, 20920, 20043, 19930, 21042, 22300, 19856, 20960, 20388, 20455, 20467, 23844, 22940, 21820, 19080, 19929, 19405, 18859, 18455, 18511, 19353, 19446, 18891, 18664, 17262, 16316, 15243, 15344, 15165, 15617, 15842, 15810, 15717, 15740, 15384, 15584, 16681]"
spotify:track:4n7jnSxVLd8QioibtTDBDq,"[34945, 37707, 36562, 42009, 38399, 37869, 35625, 35077, 22950, 20043, 19322, 17999, 18316, 17979, 18287, 18023, 18014, 18563, 17270, 16090]"
spotify:track:2H4gf1wLxvYreMj1jcaN0k,"[21535, 19183, 18202, 17515, 15419, 15821]"
spotify:track:45ZGEdLxCZvdMX9jWlsAAx,"[15282, 14362, 14139, 15814, 16411, 20651, 21039, 19809, 17792]"
spotify:track:6WkJ2OK163XXS2oARUC9JM,"[15184, 14664, 13526, 13180, 11672, 12577]"
spotify:track:4NSW0Km5ZG60L8FthUebPJ,"[14477, 16663, 17273, 18245, 21930, 24911, 26485, 24056, 25588, 19950, 18317, 18152, 19412, 20547, 18282, 17169, 17202, 16664, 17033, 16907, 17006, 14363, 17893, 16712, 16960, 17214, 17876, 18043, 18631, 17848, 18707, 16130, 16842, 16550, 15724, 15450, 16851, 17327, 18226, 18075]"
spotify:track:5CE0V7z1ePOZQNJNpWxYGA,[14079]
spotify:track:5ZtoiFGlZ3tur8NJAMn0ws,"[13231, 14247]"
spotify:track:7hzlzoOwCZ4D3Ow5YZK4kj,"[13219, 22470, 25319, 25388, 18704, 16674]"
spotify:track:0fcq51a3gOI6gPvzc0YLsk,"[12876, 12637]"
spotify:track:31UjYv5vLsDkzchJOtUMtW,"[12584, 12361, 16763, 16529, 15873, 15310, 15737]"
spotify:track:2Fxmhks0bxGSBdJ92vM42m,"[160403, 154801, 145396, 121175, 116863, 112956, 122575, 113782, 110955, 104900, 101499, 99733, 108887, 107336, 105680, 87969, 87159, 83522, 80389, 75728, 76744, 90386, 88452, 92272, 99805, 90008, 88902, 89655, 87422, 85742, 88179, 80993, 86209, 90522, 87971, 88046, 103422, 89660, 84701, 89208, 84775, 85190, 79484, 97814, 85591, 81438, 83109, 77949, 73164, 69219, 67274, 59009, 57939, 58924, 53455, 55874, 53004, 49282, 50087, 50373, 50034, 46993, 47997, 45139, 44590, 44694, 43479, 42049, 41401, 39277, 39921, 37473, 34656, 32501, 32251, 31293, 30904, 29597, 27840, 28041, 27104, 27852, 27832, 27402, 24641, 28390, 26739, 28208, 30840, 29332, 28592, 30531, 27444, 27373, 26608, 26592, 25938, 24411, 24278, 25387, 25487, 25419, 24303, 24330, 24709, 22232, 24061, 23532, 24207, 26037, 25099, 23738, 23177, 22725, 22892, 21603, 20312, 20502, 19959, 20243, 39316]"
spotify:track:4SSnFejRGlZikf02HLewEF,"[71499, 63198, 60770, 52169, 49264, 45753, 44563, 40435, 37576, 34948, 32239, 32359, 30043, 26233, 25485, 25347, 24509, 22592, 21858, 20242, 19663, 21076, 21661, 22821, 20941, 20792, 21339, 21808, 20607, 20691, 21196, 21117, 21442, 23010, 22801, 24555, 29477, 26051, 25241, 25172, 25209, 24803, 22842, 26845, 25610, 24167, 25138, 21815, 20385, 18951, 18980, 17137, 16222]"
spotify:track:3Fj47GNK2kUF0uaEDgXLaD,"[71421, 59160, 44739, 36330, 33252, 30500, 28736, 24963, 21518, 19177, 17080, 16588, 16338, 15676, 15923, 16765, 15194, 13548, 13938, 15038, 14774, 15819, 15819, 17679, 16974]"
spotify:track:6IRdLKIyS4p7XNiP8r6rsx,"[65853, 44588, 36765, 30037, 27798, 24357, 23249, 16640, 15206, 13647, 20391, 23171, 22287, 21588, 23083, 23145, 18343, 17877, 18404, 18957, 20924, 20868, 22101, 21433, 19330, 20424, 21248, 21323, 19796, 23528, 21755, 20852, 22392, 21350, 19575, 17754, 16772]"
spotify:track:1T8IRUJBga0JXioJZvxjBR,"[55763, 32261, 22606, 17276, 20654, 18414, 18036]"
spotify:track:3Tc57t9l2O8FwQZtQOvPXK,"[51639, 36040, 28305, 22066, 20472, 18103, 16995, 15603, 13871]"
spotify:track:43zdsphuZLzwA9k4DJhU0I,"[51289, 47201, 41254, 36859, 36099, 35029, 34561, 32986, 30930, 28716, 26367, 26059, 24009, 23212, 24337, 25179, 23618, 22039, 20435, 18950, 19078, 20526, 21632, 22747, 21562, 21586, 22862, 24354, 23151, 23571, 23839, 35284, 34592, 35312, 31015, 31454, 36884, 32887, 32685, 31169, 32681, 31241, 28889, 38045, 40557, 34673, 38309, 34829, 29855, 27806, 26197, 25090, 24037, 22623, 21050, 21089, 21005, 19750, 19421, 18638, 19158, 18658, 18032, 17071, 16362, 16365, 15998]"
spotify:track:4QIo4oxwzzafcBWkKjDpXY,"[49944, 33565, 25398, 19455, 17631, 15384, 14543, 13355]"
spotify:track:3XF5xLJHOQQRbWya6hBp7d,"[46194, 36707, 31462, 28191, 26364, 23263, 21590, 19552, 18218, 16601, 15251, 15302, 14863, 14895, 15501, 16730, 15897, 15134, 15037, 14779, 14545, 16098, 16150, 16979, 15238, 14779, 15484, 16372, 15306, 14685, 15451, 15500, 15775, 16410, 16403, 17479, 18550, 16236, 16507, 16900, 18751, 18845, 18968, 20177, 18644, 17124]"
spotify:track:7qEKqBCD2vE5vIBsrUitpD,"[41775, 27505, 20086, 15997, 14211, 13161, 12970]"
spotify:track:6CcJMwBtXByIz4zQLzFkKc,"[34970, 21603, 15972, 13379, 13569, 13128, 13178, 19034, 20470, 17974, 16344, 15305, 13990]"
spotify:track:0tMSssfxAL2oV8Vri0mFHE,"[32965, 20101, 14864, 12083]"
spotify:track:6X29iaaazwho3ab7GNue5r,"[30528, 18435, 13919]"
spotify:track:1Pz3QmQFBFuI60rxCQBeW6,"[25082, 16190, 13986]"
spotify:track:3LgWsmilsrWXiPYQFRD0T7,"[21920, 12989]"
spotify:track:6tsOcBnaKgzK22yEiqRh8P,"[18976, 38643, 29513, 17971, 14586]"
spotify:track:507tQXutCPYNFkpOq8tmKF,"[18764, 15433, 13504]"
spotify:track:11o2y87vqODipLK98a1v34,"[16233, 12442, 14635, 23085, 25035]"
spotify:track:29uWfSrklmIxzRIqFFK9jj,[15915]
spotify:track:01OFymiHwXOqOBBD1AtQJd,[14408]
spotify:track:2qG5sZ7Si6sdK74qLxedYM,"[13499, 13105, 13577]"
spotify:track:6u7jPi22kF8CTQ3rb9DHE7,"[64396, 90373, 88206, 90832, 90390, 94536, 103239, 102388, 98617, 95512, 92965, 94437, 93937, 87649, 77696, 77329]"
spotify:track:5pZDYdwuEWlCT2Rs7mNyvW,"[59229, 46336, 37383, 38189, 38367, 45910, 43900, 38803, 38618, 39182, 38889, 36806, 39475, 39120, 40501, 42237, 39441, 37427, 36890, 36606, 42408, 40218, 38179, 40968, 37585, 36156, 34009, 35380, 35394, 36776, 33174, 34285, 34052, 34751, 32946, 33027, 31742, 28366, 31461, 29073, 30374, 28876, 28745, 28706, 28325, 28236, 27945, 28216, 28074, 25819, 25860, 30611, 44202, 33396, 32069, 29925, 27661, 27955, 28358, 27759, 27292, 28107, 27974, 27932, 27119, 26722, 30839, 32500, 32400, 33069, 32701, 35587, 32606, 33738, 32402, 32001, 32416, 32219, 33497, 36211, 35655, 34166, 33635, 33202, 31642, 31190, 31294, 32154, 31389, 31001, 29040, 28097, 29872, 29952, 31096, 30098, 29068, 29179, 31259, 30827, 31435, 29582, 30480, 33407, 30525, 33491, 34478, 34780, 33623, 32920, 31540, 30162, 30766, 32069, 32259, 32921, 31060, 28715, 30526, 30424, 29174, 35084, 38117, 41444, 46167, 44832, 43543, 42606, 41750, 39856, 35097, 33640, 32100, 31085, 30535, 29897, 29953, 28246, 27362, 27882, 27975, 29973, 27635, 27997, 28535, 27979, 28039, 27498, 28720, 29970, 28404, 27508, 27045, 25702, 26240, 24768, 29765, 26288, 26311, 28715, 26927, 28473, 27339, 26025, 24464, 26759, 29611, 31898, 29994, 34614, 34212, 34521, 39758, 34902, 34625, 37869, 40638, 37931, 41927, 39142, 43192, 45146, 43136, 41933, 43603, 48083, 45162, 48301, 48021, 45989, 44656, 41201, 41349, 41746, 41963, 51046, 42547, 45365, 44082, 45332, 45727, 47096, 45916, 45205, 43814, 39479, 39960, 39620, 37240, 38885, 37075, 40889, 44595, 44214, 45526, 41820, 44657, 44607, 47741, 46363, 47280, 50860, 59536, 50299, 46564, 49453, 45266]"
spotify:track:4pUCKHjJ4Ijewc37rRrvHn,"[56694, 46031, 35130, 31651, 31396, 28281, 22003, 20346, 13300]"
spotify:track:3QmolSZqjjLksTUvZJ6pPS,"[33642, 22488, 16119, 14689, 14132, 14269]"
spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,"[32422, 24738, 14962, 14636, 13265]"
spotify:track:2XKFnwB6djxrJCjR3PdeRb,"[27222, 17689]"
spotify:track:7ql71hBakyMi0Lxiq3Mugs,"[26503, 25999, 22993]"
spotify:track:7njKgVl3AnLflRad38o7AG,"[25980, 23148, 20938, 22586, 30687, 33843, 27595, 25497, 21071, 18220, 13727, 15209, 14436]"
spotify:track:6ya8ejoKgw906Y8LWclqrp,"[19953, 17971]"
spotify:track:6TqXcAFInzjp0bODyvrWEq,"[18698, 27573, 30396, 33336, 31424, 30186, 26007, 23828, 20863, 19083, 19262, 16352, 15818, 14611, 13792, 13745, 13090]"
spotify:track:1E6DEDWDKHoOW0fcFuDghV,[15009]
spotify:track:18KjYhghq6K3ZmfcewWDp6,[14194]
spotify:track:1v7L65Lzy0j0vdpRjJewt1,"[14050, 14370, 12341, 12990, 12471, 14038, 13870, 13895, 14730, 16118, 14794, 15875, 15599, 15365, 27341, 29788, 24992, 23493, 21956, 20029, 18280, 18437, 18179, 16275, 17002, 16737, 16182, 16977, 16951, 17130, 16761, 17175, 16284, 16850, 16424, 16758, 16431, 16406, 15918, 17736, 19274, 31788, 36885, 31725, 30272, 28947, 28647, 28055, 28188, 29282, 25966, 27523, 26850, 26368, 26520, 26219, 25935, 24863, 29101, 30352, 30741, 32143, 36748, 35281, 34125, 34372, 32157, 30254, 31695, 32781, 32327, 31645, 33041, 33824, 34054, 32584, 32716, 33490, 33762, 47405, 45798, 44768, 37454, 36998, 38029, 37281]"
spotify:track:361EamWYN312TFEpgNBDTE,"[12534, 13283, 12370, 12356, 13396, 14690, 13881, 13925, 14779, 15049, 14680, 16600, 16016, 16190, 17295, 15930, 15331, 15976, 15252, 16681, 15815, 15258, 15017, 14297, 13780, 17209]"
spotify:track:7xOUR4tRfNXMBcSgesqROh,"[12425, 12433, 12515, 12573, 13544, 15151, 14244, 14067, 15497, 15657, 15486, 16808, 16219, 16100, 16905, 16076, 15795, 15801, 16028, 16324, 15478, 14271, 14230, 16159, 17445, 15406, 15141, 15486, 16272, 17095, 16939, 16505, 20406, 33841, 35590, 37703, 35197, 35064, 36899, 39451, 36843, 34897, 44141, 35557, 36562, 38201, 34940, 37020, 40176, 43056, 46061, 49198, 40371, 43478, 44892, 48151, 44022, 47402, 48089, 57791, 52511, 53818, 55104, 47006]"
spotify:track:6nDKrPlXdpomGBgAlO7UdP,"[88428, 65759, 63493, 62315, 62283, 50970, 45819]"
spotify:track:5KawlOMHjWeUjQtnuRs22c,"[64212, 44870, 40009, 35852, 32203, 19019, 16696, 14643, 14040, 12841]"
spotify:track:4PkIDTPGedm0enzdvilLNd,"[29622, 22781, 21926, 20539, 22767, 21498, 21749, 20082, 15914, 14585, 15409, 14816, 13809, 13967, 14086, 15926, 15448, 15313, 15054, 16062, 15992, 16458, 16358, 16984, 15666, 15754, 15838, 14856, 17532, 18158, 18362, 18513]"
spotify:track:6Dma0t0hOe6Bd6u5YRKF3n,"[27143, 17898, 17226]"
spotify:track:5hnbE5BF2e8BCk9OMR1UVC,[20664]
spotify:track:6JdS5rJvJaRA7B1tcm7kxZ,[19972]
spotify:track:6KUE0HSSudAp9AOycaF6SH,[19813]
spotify:track:01DOm09B2AbiTARAbXVI6g,[19389]
spotify:track:7lthOBXNue2IvedLRfkod8,[18330]
spotify:track:2VDTgXwf3F6kcpX4HI0BKy,[17409]
spotify:track:4lJNen4SMTIJMahALc3DcB,"[16940, 12420]"
spotify:track:4xigPf2sigSPmuFH3qCelB,[16330]
spotify:track:0eeeyCAGnGZInPtpkdYiPa,[15838]
spotify:track:1tNJrcVe6gwLEiZCtprs1u,"[15782, 16914, 22799, 24890, 29414, 23694, 20449, 17096, 15500, 16216]"
spotify:track:3O0e0LHTpza0rYVDbZfQ4r,[14217]
spotify:track:2isSdmQfVv32j2haL6hk9x,[14018]
spotify:track:3jme1pwvETtfMyYlGddZRG,[13637]
spotify:track:3XiNC94b4Tq1xwv70sQJGN,"[13522, 19800, 20704, 18991]"
spotify:track:35RDmXJ59YYGNlv1KfTGsP,[45382]
spotify:track:1u0THw5xaGd7sYzJEh48Lt,"[33367, 35066, 17316]"
