artist_names,track_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,popularity_score1,popularity_score2
Bagossy Brothers Company,Olyan Ő,spotify:track:0VTjzV78c7fn1uo1ApOSkg,0.775,0.51,5,-6.043,1,0.0303,0.185,0.0,0.123,0.525,119.947,audio_features,0VTjzV78c7fn1uo1ApOSkg,https://api.spotify.com/v1/tracks/0VTjzV78c7fn1uo1ApOSkg,https://api.spotify.com/v1/audio-analysis/0VTjzV78c7fn1uo1ApOSkg,226500,4,0.0323323355954941,0.0790216765520443
Eminem,Without Me,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,audio_features,7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,290320,4,0.0171475760941607,0.0414109392496998
"Dzsúdló, Lil Frakk",Lej,spotify:track:4FATnhRDq5PbfkZMafDuxb,0.79,0.503,1,-9.301,1,0.206,0.527,0.0,0.11,0.241,75.008,audio_features,4FATnhRDq5PbfkZMafDuxb,https://api.spotify.com/v1/tracks/4FATnhRDq5PbfkZMafDuxb,https://api.spotify.com/v1/audio-analysis/4FATnhRDq5PbfkZMafDuxb,168800,4,0.0335732876128359,0.0794799212185567
Halott Pénz,Amikor Feladnád,spotify:track:5pZDYdwuEWlCT2Rs7mNyvW,0.737,0.81,1,-3.683,1,0.0772,0.0391,0.0,0.0908,0.407,121.028,audio_features,5pZDYdwuEWlCT2Rs7mNyvW,https://api.spotify.com/v1/tracks/5pZDYdwuEWlCT2Rs7mNyvW,https://api.spotify.com/v1/audio-analysis/5pZDYdwuEWlCT2Rs7mNyvW,198347,4,0.0222893162063832,0.0525142053213925
The Weeknd,Blinding Lights,spotify:track:0sf12qNH5qcw8qpgymFOqD,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,audio_features,0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD,201573,4,0.0391520553774098,0.0920927802068715
Imagine Dragons,Believer,spotify:track:0pqnGHJpmpxLKifKRmU6WP,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,audio_features,0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,204347,4,0.0173773954459609,0.0406708229027487
"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),spotify:track:22skzmqfdWrjJylampe0kt,0.633,0.927,2,-4.468,1,0.0839,0.0267,0.0,0.0986,0.88,146.097,audio_features,22skzmqfdWrjJylampe0kt,https://api.spotify.com/v1/tracks/22skzmqfdWrjJylampe0kt,https://api.spotify.com/v1/audio-analysis/22skzmqfdWrjJylampe0kt,258432,4,0.0161098065806026,0.0372076952699561
Follow The Flow,Maradok távol,spotify:track:14b5S9m1tvXKEiSWAdw62r,0.653,0.823,11,-4.912,0,0.0482,0.103,1.91e-06,0.212,0.519,108.943,audio_features,14b5S9m1tvXKEiSWAdw62r,https://api.spotify.com/v1/tracks/14b5S9m1tvXKEiSWAdw62r,https://api.spotify.com/v1/audio-analysis/14b5S9m1tvXKEiSWAdw62r,180048,4,0.0196530948970111,0.0453494386075856
The Neighbourhood,Sweater Weather,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4,0.0206211265922363,0.0474049403055965
Punnany Massif,Élvezd,spotify:track:15Zz41Ec3C6Rh6nDZa8331,0.517,0.757,0,-6.796,1,0.348,0.597,0.0,0.527,0.829,88.619,audio_features,15Zz41Ec3C6Rh6nDZa8331,https://api.spotify.com/v1/tracks/15Zz41Ec3C6Rh6nDZa8331,https://api.spotify.com/v1/audio-analysis/15Zz41Ec3C6Rh6nDZa8331,237013,4,0.0175905566103543,0.0401645395220013
Tankcsapda,Mennyország Tourist,spotify:track:1B05KTWr9SkdVukhRcPJ8v,0.579,0.899,0,-3.77,1,0.0579,0.02,0.0,0.113,0.721,114.342,audio_features,1B05KTWr9SkdVukhRcPJ8v,https://api.spotify.com/v1/tracks/1B05KTWr9SkdVukhRcPJ8v,https://api.spotify.com/v1/audio-analysis/1B05KTWr9SkdVukhRcPJ8v,230933,4,0.0150157210253618,0.0338645427728002
Tom Odell,Another Love,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,audio_features,7jtQIBanIiJOMS6RyCx6jZ,https://api.spotify.com/v1/tracks/7jtQIBanIiJOMS6RyCx6jZ,https://api.spotify.com/v1/audio-analysis/7jtQIBanIiJOMS6RyCx6jZ,244360,4,0.0224846652136955,0.0505999403421194
Dzsúdló,Spanom,spotify:track:2iikrNErUXVZ9dgWzNHGsQ,0.676,0.65,8,-5.507,1,0.051,0.404,0.0,0.157,0.443,88.076,audio_features,2iikrNErUXVZ9dgWzNHGsQ,https://api.spotify.com/v1/tracks/2iikrNErUXVZ9dgWzNHGsQ,https://api.spotify.com/v1/audio-analysis/2iikrNErUXVZ9dgWzNHGsQ,211023,4,0.0201856417874721,0.045376783102593
Follow The Flow,Tavasz,spotify:track:5PHgY9VKDWLk5YNA1bKw9f,0.686,0.665,0,-6.684,1,0.2,0.0338,1.38e-05,0.0704,0.228,87.032,audio_features,5PHgY9VKDWLk5YNA1bKw9f,https://api.spotify.com/v1/tracks/5PHgY9VKDWLk5YNA1bKw9f,https://api.spotify.com/v1/audio-analysis/5PHgY9VKDWLk5YNA1bKw9f,196417,4,0.0240496558705675,0.0534555662289415
Krúbi,Nehézlábérzés,spotify:track:2wOfDoTh9AQxQBNMm0QGuo,0.943,0.563,6,-7.058,0,0.139,0.0935,1.31e-06,0.0745,0.793,100.006,audio_features,2wOfDoTh9AQxQBNMm0QGuo,https://api.spotify.com/v1/tracks/2wOfDoTh9AQxQBNMm0QGuo,https://api.spotify.com/v1/audio-analysis/2wOfDoTh9AQxQBNMm0QGuo,291440,4,0.015385691666101,0.0340360363889299
"Azahriah, DESH",Mind1,spotify:track:0urTgP4nVlcZuiMVAUepCQ,0.741,0.658,2,-8.631,1,0.0717,0.548,0.0,0.119,0.467,103.942,audio_features,0urTgP4nVlcZuiMVAUepCQ,https://api.spotify.com/v1/tracks/0urTgP4nVlcZuiMVAUepCQ,https://api.spotify.com/v1/audio-analysis/0urTgP4nVlcZuiMVAUepCQ,191538,4,0.0562365295511973,0.1244057535878555
Glass Animals,Heat Waves,spotify:track:02MWAaffLxlfxAUY7c5dvx,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805,4,0.0351199812341242,0.0775981258472529
"Eminem, Nate Dogg",Till I Collapse,spotify:track:4xkOaSrkexMciUUogZKVTS,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,audio_features,4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,297787,4,0.0135947790804007,0.0300378684975355
Bruno X Spacc,Budán Vagy Pesten,spotify:track:0vrf1NID7s25S8ISHVZlQM,0.958,0.685,10,-6.032,0,0.161,0.24,0.0,0.13,0.773,103.987,audio_features,0vrf1NID7s25S8ISHVZlQM,https://api.spotify.com/v1/tracks/0vrf1NID7s25S8ISHVZlQM,https://api.spotify.com/v1/audio-analysis/0vrf1NID7s25S8ISHVZlQM,136743,4,0.0219758797574946,0.0484969400974037
"VALMAR, Manuel",Éget a nap,spotify:track:63p0noYOc50p5KRUfJyukt,0.822,0.782,9,-4.836,0,0.119,0.278,0.0,0.0594,0.904,115.082,audio_features,63p0noYOc50p5KRUfJyukt,https://api.spotify.com/v1/tracks/63p0noYOc50p5KRUfJyukt,https://api.spotify.com/v1/audio-analysis/63p0noYOc50p5KRUfJyukt,150277,4,0.0365000622879716,0.0805492819338701
Lewis Capaldi,Someone You Loved,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,0.501,0.405,1,-5.679,1,0.032,0.751,0.0,0.105,0.447,109.889,audio_features,2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,182161,4,0.0274015440911798,0.060171041145298
ByeAlex és a Slepp,Emlékszem (Vagy...),spotify:track:2kk7bHozcPeRC9WYfLDftA,0.875,0.72,11,-6.066,1,0.0806,0.578,2.12e-05,0.102,0.739,105.99,audio_features,2kk7bHozcPeRC9WYfLDftA,https://api.spotify.com/v1/tracks/2kk7bHozcPeRC9WYfLDftA,https://api.spotify.com/v1/audio-analysis/2kk7bHozcPeRC9WYfLDftA,163302,4,0.0219462067917176,0.0481307659554896
Follow The Flow,Nem tudja senki,spotify:track:1YO5hgAhxTRErZKKWyrMnu,0.605,0.664,1,-6.114,1,0.104,0.414,0.0,0.168,0.271,84.871,audio_features,1YO5hgAhxTRErZKKWyrMnu,https://api.spotify.com/v1/tracks/1YO5hgAhxTRErZKKWyrMnu,https://api.spotify.com/v1/audio-analysis/1YO5hgAhxTRErZKKWyrMnu,217803,4,0.0237374799861185,0.0519262293300751
"Billie Eilish, Khalid",lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186,4,0.0181980970968676,0.0396532340586773
Bruno X Spacc,Keverem,spotify:track:25Nui3DjJsjjr0aMFfO4S8,0.762,0.855,9,-4.025,0,0.0761,0.304,1.19e-06,0.068,0.778,150.048,audio_features,25Nui3DjJsjjr0aMFfO4S8,https://api.spotify.com/v1/tracks/25Nui3DjJsjjr0aMFfO4S8,https://api.spotify.com/v1/audio-analysis/25Nui3DjJsjjr0aMFfO4S8,154389,4,0.0194949065500701,0.0423660632185928
T. Danny,Megmondtam,spotify:track:4vtPjmwiNXDg7DOfB3gLet,0.897,0.635,4,-4.774,1,0.0879,0.0506,0.00262,0.129,0.39,139.964,audio_features,4vtPjmwiNXDg7DOfB3gLet,https://api.spotify.com/v1/tracks/4vtPjmwiNXDg7DOfB3gLet,https://api.spotify.com/v1/audio-analysis/4vtPjmwiNXDg7DOfB3gLet,196286,4,0.0234932818819856,0.0508477517330244
Harry Styles,Watermelon Sugar,spotify:track:1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/tracks/1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/audio-analysis/1e9oZCCiX42nJl0AcqriVo,174000,4,0.0280460702365288,0.0606178787976681
"Lost Frequencies, Calum Scott",Where Are You Now,spotify:track:3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,audio_features,3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z,148197,4,0.0325852120187752,0.0701327720272605
"Majka, Curtis, Király Viktor",Füttyös,spotify:track:6bsERSsjVL4Cpt0e2t77Vx,0.433,0.856,1,-4.761,1,0.275,0.481,0.0,0.4,0.737,99.222,audio_features,6bsERSsjVL4Cpt0e2t77Vx,https://api.spotify.com/v1/tracks/6bsERSsjVL4Cpt0e2t77Vx,https://api.spotify.com/v1/audio-analysis/6bsERSsjVL4Cpt0e2t77Vx,212000,4,0.0202311534786168,0.043418645674569
"DR BRS, Fekete Vonat, Halott Pénz",Hol van az a lány,spotify:track:5qmqZ2Fh9dHhDT82afD08n,0.678,0.86,7,-4.994,1,0.228,0.263,0.0,0.104,0.778,100.045,audio_features,5qmqZ2Fh9dHhDT82afD08n,https://api.spotify.com/v1/tracks/5qmqZ2Fh9dHhDT82afD08n,https://api.spotify.com/v1/audio-analysis/5qmqZ2Fh9dHhDT82afD08n,219600,4,0.0165587529017429,0.035537203838299
Dua Lipa,Don't Start Now,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4,0.0304568583679859,0.065364317622216
Eminem,The Real Slim Shady,spotify:track:3yfqSUWxFvZELEM4PmlwIR,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4,0.0145517082037577,0.0310929342062278
Juice WRLD,Lucid Dreams,spotify:track:285pBltuF7vW8TeWk8hdRR,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4,0.0191376666696998,0.0406455647607231
"Lady Gaga, Bradley Cooper",Shallow,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.577,0.385,7,-6.362,1,0.03,0.371,0.0,0.231,0.331,95.82,audio_features,2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4,0.0267095048163356,0.0566394796289384
5 Seconds of Summer,Youngblood,spotify:track:2iUXsYOEPhVqEBwsqP70rE,0.597,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.276,audio_features,2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4,0.018945308858913,0.0400493097196989
BSW,Yaay,spotify:track:4gY9fdFTRmdyXKTmxRa4oI,0.789,0.635,8,-4.683,1,0.199,0.417,0.0,0.0772,0.426,130.014,audio_features,4gY9fdFTRmdyXKTmxRa4oI,https://api.spotify.com/v1/tracks/4gY9fdFTRmdyXKTmxRa4oI,https://api.spotify.com/v1/audio-analysis/4gY9fdFTRmdyXKTmxRa4oI,199385,4,0.0241100370706804,0.0508863961563115
Mabel,Don't Call Me Up,spotify:track:5WHTFyqSii0lmT9R21abT8,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,audio_features,5WHTFyqSii0lmT9R21abT8,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,178480,4,0.0221551997742363,0.0466856578438109
"SAINt JHN, Imanbek",Roses - Imanbek Remix,spotify:track:2Wo6QQD1KMDWeFkkjLqwx5,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,audio_features,2Wo6QQD1KMDWeFkkjLqwx5,https://api.spotify.com/v1/tracks/2Wo6QQD1KMDWeFkkjLqwx5,https://api.spotify.com/v1/audio-analysis/2Wo6QQD1KMDWeFkkjLqwx5,176219,4,0.0425117744079201,0.0894364291838225
Vance Joy,Riptide,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm,204280,4,0.0126802236379141,0.0266331682345784
"Beton.Hofi, Lil Frakk, Krúbi",OFFWHITE,spotify:track:02CdOh37OAq88RNK1WL8TD,0.774,0.624,7,-8.781,0,0.0816,0.037,1.43e-06,0.116,0.231,99.982,audio_features,02CdOh37OAq88RNK1WL8TD,https://api.spotify.com/v1/tracks/02CdOh37OAq88RNK1WL8TD,https://api.spotify.com/v1/audio-analysis/02CdOh37OAq88RNK1WL8TD,244963,4,0.0166505387551101,0.0349146814375691
Ava Max,Sweet but Psycho,spotify:track:25sgk305KZfyuqVBQIahim,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,audio_features,25sgk305KZfyuqVBQIahim,https://api.spotify.com/v1/tracks/25sgk305KZfyuqVBQIahim,https://api.spotify.com/v1/audio-analysis/25sgk305KZfyuqVBQIahim,187436,4,0.0298411718656155,0.0624701562941327
Ava Max,Kings & Queens,spotify:track:76nqCfJOcFFWBJN32PAksn,0.638,0.688,1,-4.056,0,0.0407,0.00775,0.0,0.126,0.434,129.856,audio_features,76nqCfJOcFFWBJN32PAksn,https://api.spotify.com/v1/tracks/76nqCfJOcFFWBJN32PAksn,https://api.spotify.com/v1/audio-analysis/76nqCfJOcFFWBJN32PAksn,162399,4,0.0299263805167653,0.0625432956088683
ByeAlex és a Slepp,Ájkosz,spotify:track:1zoULyy3P5grr7iRLKKmCm,0.856,0.569,7,-7.049,1,0.214,0.316,0.0,0.133,0.53,129.982,audio_features,1zoULyy3P5grr7iRLKKmCm,https://api.spotify.com/v1/tracks/1zoULyy3P5grr7iRLKKmCm,https://api.spotify.com/v1/audio-analysis/1zoULyy3P5grr7iRLKKmCm,127846,4,0.0237330094067567,0.0495997376690201
Linkin Park,In the End,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4,0.0126926914514325,0.026526520742272
Bagossy Brothers Company,Visszajövök,spotify:track:3UGHQNNcJNkowbiI8Iahy0,0.619,0.788,7,-3.89,1,0.029,0.0352,7.21e-06,0.0886,0.343,96.99,audio_features,3UGHQNNcJNkowbiI8Iahy0,https://api.spotify.com/v1/tracks/3UGHQNNcJNkowbiI8Iahy0,https://api.spotify.com/v1/audio-analysis/3UGHQNNcJNkowbiI8Iahy0,234000,4,0.0165904281143574,0.0346724205171635
"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),spotify:track:7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,audio_features,7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,210800,4,0.0242033887094074,0.0505827857779452
"Young Fly, DESH",24 karát,spotify:track:4f1ZqRQsjJq06CHmpvju2p,0.813,0.682,1,-6.768,1,0.157,0.245,0.0,0.234,0.537,151.072,audio_features,4f1ZqRQsjJq06CHmpvju2p,https://api.spotify.com/v1/tracks/4f1ZqRQsjJq06CHmpvju2p,https://api.spotify.com/v1/audio-analysis/4f1ZqRQsjJq06CHmpvju2p,128582,4,0.0223278196088295,0.0466630243277896
Tones And I,Dance Monkey,spotify:track:1rgnBhdG2JDFTbYkYRZAku,0.826,0.593,6,-6.401,0,0.0976,0.688,0.000161,0.17,0.541,98.083,audio_features,1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,209755,4,0.0505979152919517,0.1055654579810117
Billie Eilish,bad guy,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4,0.045220596333276,0.094184796479933
Imagine Dragons,Bones,spotify:track:0HqZX76SFLDz2aW8aiqi7G,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,audio_features,0HqZX76SFLDz2aW8aiqi7G,https://api.spotify.com/v1/tracks/0HqZX76SFLDz2aW8aiqi7G,https://api.spotify.com/v1/audio-analysis/0HqZX76SFLDz2aW8aiqi7G,165265,4,0.0272820696822975,0.056625216829592
Regard,Ride It,spotify:track:2tnVG71enUj33Ic2nFN6kZ,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606,4,0.0278182542478587,0.057738093075388
"Rácz Gergő, Orsovai Reni",Mostantól,spotify:track:25dMOeb3nDs8BPjxrQyOjR,0.747,0.678,2,-6.887,0,0.0453,0.153,0.0,0.0966,0.469,100.026,audio_features,25dMOeb3nDs8BPjxrQyOjR,https://api.spotify.com/v1/tracks/25dMOeb3nDs8BPjxrQyOjR,https://api.spotify.com/v1/audio-analysis/25dMOeb3nDs8BPjxrQyOjR,211200,4,0.0266412302926161,0.0551974856957702
Travis Scott,goosebumps,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,0.0179045558385225,0.0369632033443973
Panic! At The Disco,High Hopes,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,190947,4,0.0271326859734825,0.0559122673885482
Tiësto,The Business,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,audio_features,6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000,4,0.0369746854762073,0.0761936545085744
Azahriah,aight,spotify:track:6aBPkT8tZnZZ6ILg67OuAh,0.649,0.693,5,-7.238,1,0.0413,0.272,0.0,0.139,0.365,80.023,audio_features,6aBPkT8tZnZZ6ILg67OuAh,https://api.spotify.com/v1/tracks/6aBPkT8tZnZZ6ILg67OuAh,https://api.spotify.com/v1/audio-analysis/6aBPkT8tZnZZ6ILg67OuAh,126000,4,0.0198369852734368,0.0408027912448224
"Azahriah, DESH",El Barto,spotify:track:5HiMjc8jz0OeTnUQgp15FP,0.787,0.684,5,-7.162,0,0.0544,0.343,9.2e-06,0.219,0.785,139.984,audio_features,5HiMjc8jz0OeTnUQgp15FP,https://api.spotify.com/v1/tracks/5HiMjc8jz0OeTnUQgp15FP,https://api.spotify.com/v1/audio-analysis/5HiMjc8jz0OeTnUQgp15FP,178714,4,0.0262495747082098,0.0539928775628359
"R3HAB, A Touch Of Class",All Around The World (La La La),spotify:track:02itaCXOdC54J0ISjqqFAp,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,02itaCXOdC54J0ISjqqFAp,https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp,https://api.spotify.com/v1/audio-analysis/02itaCXOdC54J0ISjqqFAp,147840,4,0.0180037376806319,0.0369630857342356
Harry Styles,As It Was,spotify:track:4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303,4,0.0354764073915348,0.0728358472677961
Travis Scott,SICKO MODE,spotify:track:2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,audio_features,2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820,4,0.0167359920565341,0.0343603045215799
"Azahriah, DESH",Tisztán iszom,spotify:track:1K17dNOOtcoC1gLcAbccPp,0.446,0.655,0,-6.945,0,0.0439,0.644,0.0,0.199,0.894,162.924,audio_features,1K17dNOOtcoC1gLcAbccPp,https://api.spotify.com/v1/tracks/1K17dNOOtcoC1gLcAbccPp,https://api.spotify.com/v1/audio-analysis/1K17dNOOtcoC1gLcAbccPp,180750,4,0.034285100348441,0.0702576455430811
"Azahriah, DESH",Pullup,spotify:track:6Rc6C6S4lgT5j1OekgI155,0.726,0.632,11,-8.655,1,0.112,0.106,0.0,0.0923,0.289,86.905,audio_features,6Rc6C6S4lgT5j1OekgI155,https://api.spotify.com/v1/tracks/6Rc6C6S4lgT5j1OekgI155,https://api.spotify.com/v1/audio-analysis/6Rc6C6S4lgT5j1OekgI155,137000,4,0.0578121700548486,0.1184697408060693
"Azahriah, DESH",Miafasz,spotify:track:7cU3vDXfkH4bAemYBxuoJT,0.696,0.707,8,-6.704,0,0.217,0.368,0.0,0.111,0.506,87.478,audio_features,7cU3vDXfkH4bAemYBxuoJT,https://api.spotify.com/v1/tracks/7cU3vDXfkH4bAemYBxuoJT,https://api.spotify.com/v1/audio-analysis/7cU3vDXfkH4bAemYBxuoJT,193543,4,0.0464418704290456,0.0951695178897137
