artist_names,track_name,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,popularity_score1,popularity_score2
Billie Eilish,all the good girls go to hell,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,audio_features,6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,168840,4,0.0130309497302878,0.0204351578332677
Taylor Swift,Anti-Hero,spotify:track:0V3wPSX9ygBnCm8psDIegu,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,audio_features,0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4,0.0180764839962857,0.0283475733680447
"David Guetta, Kid Cudi",Memories (feat. Kid Cudi),spotify:track:0Xh6R6XLoTDRBYriQRgkHj,0.547,0.92,8,-3.939,1,0.259,0.00192,7.63e-06,0.257,0.372,129.994,audio_features,0Xh6R6XLoTDRBYriQRgkHj,https://api.spotify.com/v1/tracks/0Xh6R6XLoTDRBYriQRgkHj,https://api.spotify.com/v1/audio-analysis/0Xh6R6XLoTDRBYriQRgkHj,210853,4,0.008207208778167,0.0128705589556993
"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),spotify:track:62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,audio_features,62aP9fBQKYKxi7PDXwcUAS,https://api.spotify.com/v1/tracks/62aP9fBQKYKxi7PDXwcUAS,https://api.spotify.com/v1/audio-analysis/62aP9fBQKYKxi7PDXwcUAS,176547,4,0.0171294415289826,0.0268624197380553
Surf Curse,Freaks,spotify:track:0HUTL8i4y4MiGCPId7M7wb,0.346,0.944,9,-9.874,1,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,audio_features,0HUTL8i4y4MiGCPId7M7wb,https://api.spotify.com/v1/tracks/0HUTL8i4y4MiGCPId7M7wb,https://api.spotify.com/v1/audio-analysis/0HUTL8i4y4MiGCPId7M7wb,147036,4,0.0090093998277297,0.0141285563426547
Chris Brown,Under The Influence,spotify:track:5IgjP7X4th6nMNDh4akUHb,0.755,0.562,9,-8.947,0,0.0355,0.0186,0.000231,0.18,0.368,116.931,audio_features,5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/tracks/5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/audio-analysis/5IgjP7X4th6nMNDh4akUHb,184613,4,0.0161876384190819,0.0253854824773774
VZS,Gurulgatok,spotify:track:3tYdb1HYnrqcq9bdwsuxfg,0.926,0.556,10,-7.379,0,0.178,0.0952,0.0,0.179,0.621,92.999,audio_features,3tYdb1HYnrqcq9bdwsuxfg,https://api.spotify.com/v1/tracks/3tYdb1HYnrqcq9bdwsuxfg,https://api.spotify.com/v1/audio-analysis/3tYdb1HYnrqcq9bdwsuxfg,147097,4,0.0280755098158871,0.0440280628973341
"Sia, David Guetta",Floating Through Space,spotify:track:2AceGjiX9isUbXmMZa0Dl1,0.575,0.844,6,-4.89,0,0.072,0.00172,0.0,0.114,0.277,104.914,audio_features,2AceGjiX9isUbXmMZa0Dl1,https://api.spotify.com/v1/tracks/2AceGjiX9isUbXmMZa0Dl1,https://api.spotify.com/v1/audio-analysis/2AceGjiX9isUbXmMZa0Dl1,177801,4,0.0120412737033534,0.0188831461815613
Curtis,Pezsgő Kaviár Kurvák,spotify:track:6DPh0sUSj2Ml4CL3iJJSn1,0.849,0.675,10,-6.787,0,0.214,0.144,6.92e-05,0.111,0.455,171.988,audio_features,6DPh0sUSj2Ml4CL3iJJSn1,https://api.spotify.com/v1/tracks/6DPh0sUSj2Ml4CL3iJJSn1,https://api.spotify.com/v1/audio-analysis/6DPh0sUSj2Ml4CL3iJJSn1,163256,4,0.0197968073897404,0.0310453874796131
CKay,love nwantiti (ah ah ah),spotify:track:2Xr1dTzJee307rmrkt8c0g,0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,audio_features,2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/tracks/2Xr1dTzJee307rmrkt8c0g,https://api.spotify.com/v1/audio-analysis/2Xr1dTzJee307rmrkt8c0g,145800,4,0.0150539510841334,0.0236076320441583
ibbigang,Pak Pak,spotify:track:5RIVjLrjv7mw8LUihkuoLC,0.906,0.523,1,-7.393,1,0.279,0.0587,0.0,0.0954,0.515,95.985,audio_features,5RIVjLrjv7mw8LUihkuoLC,https://api.spotify.com/v1/tracks/5RIVjLrjv7mw8LUihkuoLC,https://api.spotify.com/v1/audio-analysis/5RIVjLrjv7mw8LUihkuoLC,160000,4,0.0231406981750822,0.0360139264393814
"T. Danny, G.w.M",Uh,spotify:track:4Ar6Yk5H2W3Ai8NcsWakSl,0.853,0.681,8,-6.519,1,0.256,0.784,0.000189,0.109,0.361,103.044,audio_features,4Ar6Yk5H2W3Ai8NcsWakSl,https://api.spotify.com/v1/tracks/4Ar6Yk5H2W3Ai8NcsWakSl,https://api.spotify.com/v1/audio-analysis/4Ar6Yk5H2W3Ai8NcsWakSl,179417,4,0.0100927575443613,0.0157073838059274
"Alok, Ilkay Sencan, Tove Lo",Don't Say Goodbye (feat. Tove Lo),spotify:track:0GTPmh5G40joBg93vcSQNq,0.698,0.719,0,-4.923,0,0.0455,0.00829,4.01e-06,0.326,0.364,120.062,audio_features,0GTPmh5G40joBg93vcSQNq,https://api.spotify.com/v1/tracks/0GTPmh5G40joBg93vcSQNq,https://api.spotify.com/v1/audio-analysis/0GTPmh5G40joBg93vcSQNq,186700,4,0.0125267128514232,0.0194953545370637
Olivia Rodrigo,vampire,spotify:track:3k79jB4aGmMDUQzEwa46Rz,0.484,0.53,5,-5.82,1,0.054,0.148,0.0,0.283,0.319,136.874,audio_features,3k79jB4aGmMDUQzEwa46Rz,https://api.spotify.com/v1/tracks/3k79jB4aGmMDUQzEwa46Rz,https://api.spotify.com/v1/audio-analysis/3k79jB4aGmMDUQzEwa46Rz,219724,4,0.0173416722557153,0.0269888878990565
"Eminem, Dina Rae",Superman,spotify:track:4woTEX1wYOTGDqNXuavlRC,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,audio_features,4woTEX1wYOTGDqNXuavlRC,https://api.spotify.com/v1/tracks/4woTEX1wYOTGDqNXuavlRC,https://api.spotify.com/v1/audio-analysis/4woTEX1wYOTGDqNXuavlRC,350320,4,0.0086336623006179,0.0134365902292318
ALEE,Nincsen gond,spotify:track:5FTvlhyTm3PZb0x33oCxDS,0.89,0.727,4,-4.049,0,0.0568,0.117,2.87e-05,0.136,0.723,106.995,audio_features,5FTvlhyTm3PZb0x33oCxDS,https://api.spotify.com/v1/tracks/5FTvlhyTm3PZb0x33oCxDS,https://api.spotify.com/v1/audio-analysis/5FTvlhyTm3PZb0x33oCxDS,149720,4,0.0321414137263404,0.0500217625604995
"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,audio_features,4jvjzW7Hm0yK4LvvE0Paz9,https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9,https://api.spotify.com/v1/audio-analysis/4jvjzW7Hm0yK4LvvE0Paz9,196400,4,0.008302840066415,0.0129217307588326
Bebe Rexha,I'm a Mess,spotify:track:04ZTP5KsCypmtCmQg5tH9R,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,audio_features,04ZTP5KsCypmtCmQg5tH9R,https://api.spotify.com/v1/tracks/04ZTP5KsCypmtCmQg5tH9R,https://api.spotify.com/v1/audio-analysis/04ZTP5KsCypmtCmQg5tH9R,195519,4,0.0106951422918266,0.0166448766948317
Thessa Longobardi,Star Shopping,spotify:track:30bqVoKjX479ab90a8Pafp,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,audio_features,30bqVoKjX479ab90a8Pafp,https://api.spotify.com/v1/tracks/30bqVoKjX479ab90a8Pafp,https://api.spotify.com/v1/audio-analysis/30bqVoKjX479ab90a8Pafp,142000,4,0.0083369944478893,0.0129748853081331
Sam Smith,How Do You Sleep?,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,0.561,0.682,1,-4.931,0,0.0856,0.153,0.0,0.0763,0.359,165.944,audio_features,6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/tracks/6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/audio-analysis/6b2RcmUt1g9N9mQ3CbjX2Y,202205,4,0.0202816617346358,0.03156440087733
"Drake, Rick Ross",Money In The Grave (Drake ft. Rick Ross),spotify:track:5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,audio_features,5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,205427,4,0.0139970403600132,0.0217836289156292
Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,0.391,0.084,0,-17.843,1,0.0317,0.953,0.0,0.0983,0.111,79.449,audio_features,6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,222370,4,0.0198359500544859,0.0308707386748914
"DESH, Azahriah",Kukásautó '22,spotify:track:6ZE4G871IAjJGX0ULLXLSs,0.56,0.6,7,-6.455,0,0.115,0.483,0.0,0.195,0.549,85.809,audio_features,6ZE4G871IAjJGX0ULLXLSs,https://api.spotify.com/v1/tracks/6ZE4G871IAjJGX0ULLXLSs,https://api.spotify.com/v1/audio-analysis/6ZE4G871IAjJGX0ULLXLSs,194651,4,0.0152811820920658,0.0235951849482565
Måneskin,ZITTI E BUONI,spotify:track:776AftMmFFAWUIEAb3lHhw,0.625,0.939,4,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,102.999,audio_features,776AftMmFFAWUIEAb3lHhw,https://api.spotify.com/v1/tracks/776AftMmFFAWUIEAb3lHhw,https://api.spotify.com/v1/audio-analysis/776AftMmFFAWUIEAb3lHhw,194787,4,0.0199933400161754,0.030871077418806
DESH,Osztriga,spotify:track:1BXp9PwKtW5AKD0QDdaPSw,0.773,0.669,4,-5.514,0,0.122,0.0964,0.0,0.209,0.736,101.06,audio_features,1BXp9PwKtW5AKD0QDdaPSw,https://api.spotify.com/v1/tracks/1BXp9PwKtW5AKD0QDdaPSw,https://api.spotify.com/v1/audio-analysis/1BXp9PwKtW5AKD0QDdaPSw,126931,4,0.0530650782482073,0.0819360915940038
"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,audio_features,7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685,4,0.0217687230254552,0.0336123895899174
The Prince Karma,Later Bitches,spotify:track:0uL88Lp7C6i2WGHub1zrJ9,0.769,0.518,8,-6.563,1,0.102,0.000573,0.108,0.342,0.504,121.116,audio_features,0uL88Lp7C6i2WGHub1zrJ9,https://api.spotify.com/v1/tracks/0uL88Lp7C6i2WGHub1zrJ9,https://api.spotify.com/v1/audio-analysis/0uL88Lp7C6i2WGHub1zrJ9,247976,4,0.0097190020988419,0.015006800563795
"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4,0.0096587719235687,0.0149138010748501
ByeAlex és a Slepp,1év,spotify:track:5yrNes1JBTpzkbMOFTDNwF,0.897,0.559,2,-9.323,1,0.221,0.447,3.21e-06,0.362,0.746,88.944,audio_features,5yrNes1JBTpzkbMOFTDNwF,https://api.spotify.com/v1/tracks/5yrNes1JBTpzkbMOFTDNwF,https://api.spotify.com/v1/audio-analysis/5yrNes1JBTpzkbMOFTDNwF,169213,4,0.0151722053820218,0.0234269174926992
"Tiësto, Dzeko, Preme, Post Malone",Jackie Chan,spotify:track:4kWO6O1BUXcZmaxitpVUwp,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,audio_features,4kWO6O1BUXcZmaxitpVUwp,https://api.spotify.com/v1/tracks/4kWO6O1BUXcZmaxitpVUwp,https://api.spotify.com/v1/audio-analysis/4kWO6O1BUXcZmaxitpVUwp,215760,4,0.0108897232708359,0.0168144737143154
"frendz, Sofi, Manuel",Eltaszít,spotify:track:1IFm1QxtgTNBoH862C2RkB,0.782,0.576,0,-8.885,0,0.0631,0.787,0.000301,0.109,0.415,117.02,audio_features,1IFm1QxtgTNBoH862C2RkB,https://api.spotify.com/v1/tracks/1IFm1QxtgTNBoH862C2RkB,https://api.spotify.com/v1/audio-analysis/1IFm1QxtgTNBoH862C2RkB,198986,4,0.0165844439402294,0.0256075099214268
"Coldplay, BTS",My Universe,spotify:track:3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,audio_features,3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/tracks/3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/audio-analysis/3FeVmId7tL5YN8B7R3imoM,228000,4,0.0144153408816598,0.0220767906422393
"L.L. Junior, KKevin, Rytmus, Érdi Baba",Cigány-ügy,spotify:track:4fzbwV7qglR3mPit64hXse,0.687,0.863,1,-3.808,1,0.276,0.0459,0.0,0.21,0.625,173.85,audio_features,4fzbwV7qglR3mPit64hXse,https://api.spotify.com/v1/tracks/4fzbwV7qglR3mPit64hXse,https://api.spotify.com/v1/audio-analysis/4fzbwV7qglR3mPit64hXse,219310,4,0.0313393247294209,0.0479955150974492
"Kasza Tibi, Dér Heni",Ez annyira te,spotify:track:35TSvioaGVXAZDqJuNl0Rp,0.443,0.742,11,-6.312,0,0.242,0.0464,0.0,0.185,0.456,164.139,audio_features,35TSvioaGVXAZDqJuNl0Rp,https://api.spotify.com/v1/tracks/35TSvioaGVXAZDqJuNl0Rp,https://api.spotify.com/v1/audio-analysis/35TSvioaGVXAZDqJuNl0Rp,180001,4,0.0146490565446487,0.0224347212526894
"Atka, ekhoe, Nasiimov",Studioba Öltönyben,spotify:track:2N5HRQukBtxrzKHdwFAKkR,0.809,0.566,0,-7.755,0,0.153,0.251,0.0,0.143,0.29,125.936,audio_features,2N5HRQukBtxrzKHdwFAKkR,https://api.spotify.com/v1/tracks/2N5HRQukBtxrzKHdwFAKkR,https://api.spotify.com/v1/audio-analysis/2N5HRQukBtxrzKHdwFAKkR,239048,4,0.013437603197109,0.0205794059919521
Twenty One Pilots,Chlorine,spotify:track:23OXdR7YuUBVWh5hSnYJau,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,audio_features,23OXdR7YuUBVWh5hSnYJau,https://api.spotify.com/v1/tracks/23OXdR7YuUBVWh5hSnYJau,https://api.spotify.com/v1/audio-analysis/23OXdR7YuUBVWh5hSnYJau,324467,4,0.0104435202949009,0.0159940311513437
Bruno X Spacc,Az Élet Megy Tovább,spotify:track:6e6v1wSPdFg5gj2spgQNVj,0.844,0.632,11,-5.772,0,0.188,0.128,0.0,0.0516,0.328,133.032,audio_features,6e6v1wSPdFg5gj2spgQNVj,https://api.spotify.com/v1/tracks/6e6v1wSPdFg5gj2spgQNVj,https://api.spotify.com/v1/audio-analysis/6e6v1wSPdFg5gj2spgQNVj,171438,4,0.0121724790800684,0.0186418950792626
"FAST BOY, Topic",Forget You,spotify:track:1YWr18dWRmuvPgAsPBsOow,0.708,0.709,7,-5.881,0,0.0641,0.157,1.9e-06,0.142,0.511,128.034,audio_features,1YWr18dWRmuvPgAsPBsOow,https://api.spotify.com/v1/tracks/1YWr18dWRmuvPgAsPBsOow,https://api.spotify.com/v1/audio-analysis/1YWr18dWRmuvPgAsPBsOow,147987,4,0.0143403408709316,0.0219619297070312
"Mihályfi Luca, ekhoe",Villám,spotify:track:7AZobwHObSuZQDCGXWYuop,0.808,0.391,5,-6.653,0,0.0922,0.143,0.0,0.103,0.353,120.074,audio_features,7AZobwHObSuZQDCGXWYuop,https://api.spotify.com/v1/tracks/7AZobwHObSuZQDCGXWYuop,https://api.spotify.com/v1/audio-analysis/7AZobwHObSuZQDCGXWYuop,206000,4,0.0277708851322155,0.0425305250875904
DESH,Haramia,spotify:track:6nLt2P4qTu9T787DlfbVi7,0.618,0.769,6,-3.472,0,0.195,0.523,0.000174,0.219,0.647,175.906,audio_features,6nLt2P4qTu9T787DlfbVi7,https://api.spotify.com/v1/tracks/6nLt2P4qTu9T787DlfbVi7,https://api.spotify.com/v1/audio-analysis/6nLt2P4qTu9T787DlfbVi7,134886,4,0.0309889170414159,0.0474588731108999
Dua Lipa,Houdini,spotify:track:4OMJGnvZfDvsePyCwRGO7X,0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,audio_features,4OMJGnvZfDvsePyCwRGO7X,https://api.spotify.com/v1/tracks/4OMJGnvZfDvsePyCwRGO7X,https://api.spotify.com/v1/audio-analysis/4OMJGnvZfDvsePyCwRGO7X,185918,4,0.0315306347107222,0.0482885023004318
StaySolidRocky,Party Girl,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,audio_features,5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/tracks/5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/audio-analysis/5RqR4ZCCKJDcBLIn4sih9l,147800,4,0.0164282131708244,0.0251594621157936
"Krúbi, Killakikitt",Üzenetek,spotify:track:6a0ukydr27A0LS69bI2tSt,0.691,0.724,9,-5.781,1,0.215,0.154,0.0,0.145,0.496,101.516,audio_features,6a0ukydr27A0LS69bI2tSt,https://api.spotify.com/v1/tracks/6a0ukydr27A0LS69bI2tSt,https://api.spotify.com/v1/audio-analysis/6a0ukydr27A0LS69bI2tSt,270016,4,0.0112960480786277,0.017299659478314
"ALEE, Manuel",Deja vu,spotify:track:3SxanlzIPK7fIZ57EaF7lV,0.799,0.876,7,-4.501,1,0.0985,0.123,0.000107,0.135,0.867,103.039,audio_features,3SxanlzIPK7fIZ57EaF7lV,https://api.spotify.com/v1/tracks/3SxanlzIPK7fIZ57EaF7lV,https://api.spotify.com/v1/audio-analysis/3SxanlzIPK7fIZ57EaF7lV,178820,4,0.0255002286408359,0.0387224526611828
Halott Pénz,Szívedből minden kell,spotify:track:4WYzTp2lLIWrlEqIOfADrf,0.727,0.793,5,-6.303,0,0.0838,0.0699,0.0,0.0491,0.27,123.974,audio_features,4WYzTp2lLIWrlEqIOfADrf,https://api.spotify.com/v1/tracks/4WYzTp2lLIWrlEqIOfADrf,https://api.spotify.com/v1/audio-analysis/4WYzTp2lLIWrlEqIOfADrf,207097,4,0.0144205576977326,0.0218978178848203
Labrinth,Still Don't Know My Name,spotify:track:6N22FZs2ZhPBYi3b9XPajV,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,audio_features,6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/tracks/6N22FZs2ZhPBYi3b9XPajV,https://api.spotify.com/v1/audio-analysis/6N22FZs2ZhPBYi3b9XPajV,153294,1,0.011079265756456,0.0168240194947901
5 Seconds of Summer,Teeth,spotify:track:26wLOs3ZuHJa2Ihhx6QIE6,0.756,0.448,3,-2.993,0,0.0404,0.0508,3.87e-06,0.11,0.431,139.031,audio_features,26wLOs3ZuHJa2Ihhx6QIE6,https://api.spotify.com/v1/tracks/26wLOs3ZuHJa2Ihhx6QIE6,https://api.spotify.com/v1/audio-analysis/26wLOs3ZuHJa2Ihhx6QIE6,204887,4,0.0142334790109191,0.02161373629104
"Camila Cabello, Ed Sheeran",Bam Bam (feat. Ed Sheeran),spotify:track:0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4,0.0188454751344467,0.0286171166952794
Lana Del Rey,Summertime Sadness,spotify:track:1FEiijYPJtyswChfcpv3p0,0.568,0.646,1,-6.793,0,0.0332,0.0464,0.0,0.121,0.211,111.945,audio_features,1FEiijYPJtyswChfcpv3p0,https://api.spotify.com/v1/tracks/1FEiijYPJtyswChfcpv3p0,https://api.spotify.com/v1/audio-analysis/1FEiijYPJtyswChfcpv3p0,264773,4,0.0069805754348999,0.0106001011062647
AC/DC,Highway to Hell,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4,0.0078634959140692,0.011940828161687
The Neighbourhood,Daddy Issues,spotify:track:5E30LdtzQTGqRvNd7l6kG5,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,audio_features,5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/tracks/5E30LdtzQTGqRvNd7l6kG5,https://api.spotify.com/v1/audio-analysis/5E30LdtzQTGqRvNd7l6kG5,260173,4,0.0074608519666173,0.0113294077146737
"Nemazalány, Sofi, Lotfi Begi",Üres Szívek 2,spotify:track:65zLNOQR3i99UNx46cXt2q,0.766,0.84,0,-4.737,0,0.0648,0.671,0.0,0.0831,0.679,118.132,audio_features,65zLNOQR3i99UNx46cXt2q,https://api.spotify.com/v1/tracks/65zLNOQR3i99UNx46cXt2q,https://api.spotify.com/v1/audio-analysis/65zLNOQR3i99UNx46cXt2q,225636,4,0.0120383929982644,0.0182804675815929
T. Danny,Ha Elmegyek,spotify:track:2cHRseVmn2cfCChNmizemK,0.785,0.611,3,-5.463,0,0.0455,0.83,0.000849,0.091,0.579,102.032,audio_features,2cHRseVmn2cfCChNmizemK,https://api.spotify.com/v1/tracks/2cHRseVmn2cfCChNmizemK,https://api.spotify.com/v1/audio-analysis/2cHRseVmn2cfCChNmizemK,207059,4,0.0195357303004946,0.0296652787869959
Paulina,Ajándék,spotify:track:33xrhC6KmGnt4pemTc2yiv,0.802,0.583,5,-3.85,0,0.037,0.334,0.0,0.13,0.48,119.914,audio_features,33xrhC6KmGnt4pemTc2yiv,https://api.spotify.com/v1/tracks/33xrhC6KmGnt4pemTc2yiv,https://api.spotify.com/v1/audio-analysis/33xrhC6KmGnt4pemTc2yiv,206125,4,0.0237960047976057,0.0361345649985653
"Jason Derulo, Adam Levine",Lifestyle (feat. Adam Levine),spotify:track:0osvOdeD3YXZiWkT8MKolJ,0.749,0.674,10,-5.128,0,0.0366,0.0209,0.0,0.169,0.711,123.055,audio_features,0osvOdeD3YXZiWkT8MKolJ,https://api.spotify.com/v1/tracks/0osvOdeD3YXZiWkT8MKolJ,https://api.spotify.com/v1/audio-analysis/0osvOdeD3YXZiWkT8MKolJ,153865,4,0.0110975478603179,0.0168517811243548
Bagossy Brothers Company,Van Ez A Hely,spotify:track:7EAwtcNhy6xDluznZNI1SW,0.604,0.73,7,-4.967,1,0.0869,0.0536,0.0,0.0934,0.343,80.03,audio_features,7EAwtcNhy6xDluznZNI1SW,https://api.spotify.com/v1/tracks/7EAwtcNhy6xDluznZNI1SW,https://api.spotify.com/v1/audio-analysis/7EAwtcNhy6xDluznZNI1SW,238125,4,0.0079433789205169,0.0120621316205371
BoyWithUke,Toxic,spotify:track:2kaNmAbqrtOf7Rdr3fnCWl,0.594,0.612,8,-6.627,0,0.363,0.835,0.0,0.461,0.687,179.629,audio_features,2kaNmAbqrtOf7Rdr3fnCWl,https://api.spotify.com/v1/tracks/2kaNmAbqrtOf7Rdr3fnCWl,https://api.spotify.com/v1/audio-analysis/2kaNmAbqrtOf7Rdr3fnCWl,168020,4,0.0213703165979633,0.0324511236536112
"Camila Cabello, DaBaby",My Oh My (feat. DaBaby),spotify:track:3yOlyBJuViE2YSGn3nVE1K,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,audio_features,3yOlyBJuViE2YSGn3nVE1K,https://api.spotify.com/v1/tracks/3yOlyBJuViE2YSGn3nVE1K,https://api.spotify.com/v1/audio-analysis/3yOlyBJuViE2YSGn3nVE1K,170746,4,0.0195870059401563,0.0297431415605984
"Azahriah, DESH",bulbaba,spotify:track:7xdiiqtQPUXrKcd6BoFyYd,0.81,0.674,11,-7.816,0,0.144,0.701,3.8e-05,0.095,0.242,103.09,audio_features,7xdiiqtQPUXrKcd6BoFyYd,https://api.spotify.com/v1/tracks/7xdiiqtQPUXrKcd6BoFyYd,https://api.spotify.com/v1/audio-analysis/7xdiiqtQPUXrKcd6BoFyYd,125825,4,0.0305410726540179,0.0459688948430617
"Kygo, Imagine Dragons",Born To Be Yours,spotify:track:0kHyKhJMukHEPfeh8s7rdM,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,audio_features,0kHyKhJMukHEPfeh8s7rdM,https://api.spotify.com/v1/tracks/0kHyKhJMukHEPfeh8s7rdM,https://api.spotify.com/v1/audio-analysis/0kHyKhJMukHEPfeh8s7rdM,193321,4,0.0104339197216268,0.0157046140427982
Conan Gray,Heather,spotify:track:4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,audio_features,4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/tracks/4xqrdfXkTW4T0RauPLv3WA,https://api.spotify.com/v1/audio-analysis/4xqrdfXkTW4T0RauPLv3WA,198040,3,0.0137683284229757,0.0207233992273432
"Majestic, Boney M.",Rasputin,spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.193,0.658,128.04,audio_features,0b18g3G5spr4ZCkz7Y6Q0Q,https://api.spotify.com/v1/tracks/0b18g3G5spr4ZCkz7Y6Q0Q,https://api.spotify.com/v1/audio-analysis/0b18g3G5spr4ZCkz7Y6Q0Q,186210,4,0.0141555197752083,0.0213061802827619
