music,streams
Nem tudja senki,"[47618, 51002, 48549, 48684, 46248, 45500, 45175, 45245, 46686, 44272, 44533, 43108, 45456, 47475, 45760, 44631, 47774, 44002, 42389, 40394, 41002, 41357, 41918, 36234, 37826, 39249, 39590, 37306, 40447, 37319, 32883, 34832, 34976, 37317, 35264, 37396, 38197, 37944, 37638, 36353, 36593, 36408, 34791, 30087, 29482, 30743, 29344, 30044, 29228, 28143, 29715, 31648, 31246, 32327, 31879, 31765, 31704, 33423, 33734, 41087, 43978, 44933, 45836, 44793, 45659, 48248, 48455, 46253, 44865, 45327, 43462, 44048, 42762, 44643, 42018, 36402, 34711, 33486, 33369, 32495, 35378, 35337, 34889, 31271, 28818, 31065, 29952, 29961, 29926, 29141, 28747, 29751, 29127, 28989, 28131, 28652, 30773, 28564, 28230, 27491, 28701, 28111, 28726, 29102, 28387, 29278, 30748, 30236, 29877, 28957, 28106, 31378, 29679, 28023, 31956, 36195, 39147, 39228, 38980, 37641, 36168, 37336, 37163, 31052, 27427, 26752, 27180, 25446, 26155, 24755, 23936, 24156, 24174, 23166, 23513, 23848, 23428, 23295, 23021, 23447, 23626, 36238, 39633, 33540, 37484, 37521, 33534, 35233, 34304, 37053, 35963, 36439, 36643, 35473]"
The London (feat. J. Cole & Travis Scott),"[43001, 39066, 33031, 31241, 32278, 28909, 21005, 20812, 19575, 18138, 19197, 18217, 19626, 18525, 19373, 19469, 20483, 19644, 15365, 15015, 14941]"
Anyám mondta,"[37369, 40312, 35516, 35855, 32900, 32937, 32741, 33614, 34612, 33076, 34179, 33203, 34706, 38347, 37124, 36275, 39226, 36839, 35546, 34163, 34282, 34152, 33945, 29103, 29056, 28478, 28651, 28250, 31554, 28964, 24587, 24008, 23913, 25628, 25640, 26879, 27186, 26708, 26136, 26406, 26604, 25843, 23297, 22185, 21850, 23053, 21146, 22127, 21980, 21230, 22243, 24044, 23409, 22316, 23446, 23545, 23009, 23463, 23129, 25246, 25954, 25899, 25393, 25587, 25881, 25849, 25350, 24595, 24475, 23785, 21535, 22147, 21194, 20917, 20058, 18699, 18447, 17623, 20549, 21189, 22020]"
Maradok távol,"[36239, 39555, 35390, 35608, 33390, 33360, 32964, 34078, 35240, 33973, 34014, 33100, 36190, 39964, 38812, 37958, 40603, 38320, 36540, 34812, 35193, 34853, 36044, 32710, 34374, 35274, 36160, 32762, 33348, 32112, 27119, 26839, 26476, 28309, 27618, 29000, 29231, 29109, 28836, 28254, 28675, 28098, 25970, 23963, 24566, 25377, 23462, 24779, 24759, 23233, 25181, 27181, 26713, 26278, 27210, 26792, 26882, 27601, 28065, 31687, 32108, 32837, 32528, 32562, 33301, 33982, 32840, 31837, 32395, 32157, 29766, 29939, 28524, 28915, 27308, 24849, 24722, 24044, 23595, 22801, 24148, 23829, 20721, 19669, 21396, 21729, 21919, 21707, 21276, 21225, 21872, 21913, 21798, 21260, 20974, 22632, 20879, 20975, 21749, 22220, 21287, 22400, 21671, 21131, 22265, 23173, 22762, 22461, 21729, 21164, 23003, 21518, 20535, 22926, 25713, 28611, 29390, 30517, 33926, 31121, 33451, 31246, 25749, 23405, 25305, 24465, 23638, 24745, 21515, 22395, 23635, 23646, 22735, 31164, 30035, 37593, 33314, 43082, 38279, 41551, 44270, 51743, 48983, 55520, 55883, 52629, 53062, 46564, 57273, 54336, 50556, 48313, 48366, 49895, 55524, 49987, 50625, 48399, 55447, 51388, 49550, 46215, 58928, 51303, 50996, 49399, 48028, 47368, 47221, 47733, 44811, 47098, 45390, 44243, 44649, 43169, 40676, 40471, 37390, 38231, 40291, 37878, 38219, 39467, 40183, 38401, 43960, 47843, 50685, 45744, 46830, 43474, 43524, 46341, 45968, 49823, 47724, 49153, 43265, 43907, 44163, 43186, 46140]"
Porszem,"[20148, 35015, 25796, 23701, 21163, 19798, 20041, 22625, 24446, 24200, 24099, 24179, 26243, 31471, 33192, 30046, 32114, 32798, 32460, 28749, 26254, 25285, 25826, 22924, 23848, 23135, 23316, 21978, 21797, 22273, 18767, 19705, 21045, 21126, 21962, 22136, 22466, 22679, 22116, 22519, 21887, 19671, 19197, 19008, 19754, 18130, 19528, 20435, 18570, 20028, 21771, 21381, 20643, 21913, 21638, 21204, 21318, 20616, 21104, 21659, 21700, 21288, 21700, 21981, 20122, 21038, 20393, 19871, 19795, 18709, 18817, 18524, 18859, 61833, 38830, 32746, 30758, 33548, 29996, 29729, 26004, 24989, 24868, 27962]"
Gavallér,"[17956, 20988, 17713, 18224, 16815, 16752, 15915, 16044, 16296, 15357, 15226, 14262, 15266, 17328, 16991, 15517, 15528, 14860, 14067]"
Érdekemberek,"[16494, 18592, 15458, 16164, 14301, 13561, 13251, 14316, 13878, 14221, 14564, 16810, 15966, 14572, 14593, 13962]"
Hajnali Kör,"[13123, 12876, 14072, 14192, 14171, 15179, 14583, 15244, 14655, 15268, 16243, 15968, 16277, 16468, 16509, 15672, 14885, 15378, 15183, 15428, 13563, 14376, 15505, 15808, 16395, 16801, 17354, 17165, 16607, 16117]"
Hello,"[12829, 13650, 13591, 14000, 13964, 13796, 13531, 13941, 14485, 13678, 13781, 13849, 13466, 14463, 14807, 15619, 15378, 14806, 14764, 14160, 14352, 14213, 15008, 14477, 16732, 16453]"
Mother's Daughter,"[56211, 44747, 37858, 34805, 33424, 42603, 36545, 31672, 21304, 18493, 16705, 14982, 15153, 14143, 14864]"
Call You Mine,"[49308, 45516, 45748, 52743, 56250, 53245, 47346, 39051, 33865, 31039, 20551, 17993, 17089, 18534, 17331, 19693, 21221, 22517, 20907, 21337, 20446, 20992, 18114, 19021, 19595, 18332, 17960, 18545, 16721, 17264, 18687, 18462, 19588, 19120, 19408, 19201, 19726, 19393, 18749, 18663, 17505, 17752, 16599, 16693, 16180, 14965, 16250, 15853, 15827, 16393]"
Never Really Over,"[47042, 42183, 39726, 49345, 46294, 41056, 34537, 27593, 26526, 25612, 24586, 22691, 21080, 19309, 18588, 20347, 21070, 21561, 21640, 21907, 21448, 22031, 20234, 21098, 21072, 19802, 19560, 18214, 19738, 19393, 22174, 22153, 21935, 21866, 22224, 21502, 22396, 21925, 23269, 22854, 21802, 22218, 22219, 22598, 20006, 21309, 21427, 20029, 20685, 20138, 19133, 19161, 19837, 18108, 17423, 16990, 16416, 16393]"
Ritual,"[40132, 29927, 29187, 38375, 42537, 38530, 37710, 36192, 33802, 27101, 24108, 22811, 21362, 23596, 24353, 23962, 24785, 25758, 26274, 27249, 29327, 28950, 26604, 27733, 28560, 27960, 26953, 25966, 26858, 22341, 23732, 27463, 28296, 28251, 29099, 29229, 30328, 31070, 30078, 30083, 29305, 26184, 26847, 26597, 27186, 25156, 25022, 24323, 22378, 23262, 22221, 22342, 22514, 23598, 22612, 21951, 21681, 21249, 21462, 22642, 20658, 20422, 20287, 19673, 18572, 19230, 18935, 18378, 19390, 19139, 19224, 20278, 20537, 18875, 18858, 17934, 17175, 18969, 19445, 19476, 19300]"
Heaven,"[61079, 43303, 40584, 36474, 28042, 23469, 17145, 15547, 16037, 15014, 13510, 50202, 55096, 181079, 158944, 134543, 134866, 128285, 117671, 112001, 106434, 100025, 108953, 97018, 88144, 74182, 66604, 71419, 66264, 78261, 72203, 67598, 64299, 55864, 50120, 45354, 45188, 40174]"
Only Human,"[42002, 45543, 51124, 48889, 39433, 35025, 26751, 17183, 16260, 16546, 15418, 16519, 16862, 16193, 17204, 17486, 18453, 18099, 18306, 18031, 19677, 17815, 18442, 18635, 18306, 18007, 16694, 20752, 22766, 23592, 23764, 23260, 22631, 22944, 22310, 21413, 21891, 20592, 20595, 20021, 19622, 17713, 17530, 17021, 15561, 16499]"
All Around The World (La La La),"[20442, 25737, 38792, 44817, 45095, 44754, 38015, 33642, 34287, 33720, 32005, 26425, 27417, 26244, 22686, 21975, 22023, 22530, 22477, 24006, 26475, 22247, 24231, 25052, 26227, 24581, 24271, 24464, 23347, 18830, 20085, 19686, 19861, 20241, 20807, 20791, 20616, 20602, 20734, 20298, 20513, 19856, 22066, 20819, 21378, 21004, 20611, 23455, 23741, 23181, 24243, 28124, 28745, 29374, 30512, 29796, 30597, 30325, 31625, 31638, 30694, 29914, 29161, 29663, 29236, 29315, 34487, 31571, 31403, 33436, 33794, 32872, 31887, 30918, 28073, 27980, 26653, 28247, 27641, 28340, 32976, 29125, 30607, 30397, 31325, 29611, 29253, 29131, 28222, 30838, 30762, 29656, 29212, 32078, 28105, 30071, 28914, 30306, 29746, 28921, 29494, 29401, 27598, 28818, 25777, 24467, 24214, 23462, 22777, 22682, 21883, 21052, 21152]"
You Need To Calm Down,"[58888, 61651, 51291, 39395, 32353, 30358, 25863, 22448, 21608, 20373, 31585, 26990, 17610, 17272, 16555, 16760, 15715, 15583, 14236, 14850, 15578]"
Loco Contigo (feat. J. Balvin & Tyga),"[42106, 45211, 49211, 52406, 53929, 55588, 53939, 56566, 59903, 59016, 60616, 60120, 58623, 66751, 61507, 52813, 47651, 46808, 45631, 41856, 34463, 33773, 33033, 26020, 24822, 26655, 25791, 22717, 28448, 24730, 25482, 23834, 24418, 24126, 24294, 23339, 22979, 22929, 22038, 20792, 18576, 17745, 18387, 16951, 17098, 17122, 16511, 17829, 18561, 18052, 18681, 21519, 22883, 23202, 25501, 24761, 23395, 22502, 22968, 23191, 22543, 21127, 19896, 19768, 18724, 17324]"
Money In The Grave (Drake ft. Rick Ross),"[37309, 54838, 50794, 42651, 42796, 38861, 35298, 36322, 33946, 30034, 29979, 24867, 23373, 25160, 23969, 22724, 22935, 22056, 21272, 19657, 14568, 15339, 14734, 15390, 17100, 17257, 16811, 17067, 16536, 17653, 17404, 17388, 17281, 16014, 16302, 15883]"
Ransom,"[16674, 21699, 22219, 22691, 23370, 25728, 34762, 51555, 56414, 56772, 59976, 58565, 56056, 59767, 52649, 48191, 41326, 41219, 35125, 32389, 23557, 23314, 22133, 20512, 20477, 27231, 23044, 25003, 25795, 23792, 24563, 23525, 23365, 22744, 22002, 20890, 19799, 19989, 19795, 23966, 22828, 22582, 24201, 23162, 23466, 24056, 23243, 24022, 24116, 24333, 24987, 25469, 24109, 23478, 22201, 21582, 22209, 21714, 18646, 18218, 17982, 17305, 17153, 16608, 16947, 17253, 17476, 18300, 19752]"
Señorita,"[226136, 203270, 181733, 170457, 165652, 154284, 149216, 141472, 132633, 133777, 131312, 125008, 130980, 117497, 113549, 105728, 93640, 91222, 90962, 78142, 78358, 74889, 72241, 70453, 87267, 79819, 67144, 75477, 74052, 73706, 68743, 67443, 66668, 61136, 60646, 57948, 55026, 53444, 50735, 47753, 45235, 47502, 43783, 45038, 43926, 41394, 43536, 43617, 44404, 42495, 45980, 46064, 45771, 48869, 48024, 44650, 43406, 41854, 40812, 39822, 39306, 35718, 32290, 32480, 31873, 29741, 30001, 31380, 30772, 32494, 31642, 29102, 27896, 26759, 28549, 29533, 30374, 28091, 28667, 26503, 27646, 26274, 26657, 26509, 25301, 24977, 25354, 25266, 24067, 22415, 23241, 23938, 22294, 23770, 23634, 22632, 21602, 21320, 20528, 20533, 20802, 22124, 22252, 21544, 21242, 21170, 20534, 20647]"
Panini,"[59595, 57423, 53202, 44713, 44114, 39990, 36887, 33139, 29909, 29983, 28365, 39128, 47008, 45626, 46202, 43929, 41252, 39417, 38377, 30008, 20669, 17033, 15850, 15952]"
One Thing Right,"[50751, 51525, 54585, 41609, 43318, 42120, 35327, 31630, 24623, 22345, 21247, 19676, 19183, 18931, 19134]"
It's You,"[21332, 22185, 23362, 24668, 25957, 24176, 22294, 22271, 20407, 20429, 19060, 17638, 20412, 19219, 19459, 18990, 18838, 19164, 19325, 17949, 17946, 17657]"
Post Malone (feat. RANI),"[20897, 30313, 33168, 35436, 29247, 24103, 21186, 21581, 19034, 19131, 20172, 20181, 20346, 20515, 19543, 19655, 20215, 20336, 16392, 13437, 16485, 15193, 16460, 16477, 15564, 17043, 16875, 17106, 17956, 19856, 19769, 19820, 20792, 20630, 20737, 22767, 25112, 24711, 23565, 22294, 21700, 21284, 21416, 20269, 19583, 20268, 19736]"
Obsessed,"[13648, 14722, 14495, 14425, 13862, 14981, 14809, 14542, 15038, 16090, 15443, 14538, 14728, 15172, 13973, 13919]"
Beautiful People (feat. Khalid),"[100473, 83630, 94248, 80065, 72612, 79464, 68019, 60935, 59675, 63077, 62276, 68238, 64320, 64815, 63898, 63058, 60821, 59023, 52891, 51869, 52426, 50108, 48120, 53339, 49163, 39792, 45341, 46229, 45916, 40258, 40552, 40975, 39743, 39160, 37944, 38025, 36213, 34661, 33311, 29809, 30059, 28864, 28206, 27249, 27811, 28660, 27156, 25380, 25047, 25582, 24329, 24985, 25422, 25480, 23993, 24022, 23747, 23572, 23203, 22218, 21602, 21121, 21922, 21738, 20739, 21694, 21471, 22022, 22698, 21186, 19796, 19374, 18495, 16965, 18394]"
Higher Love,"[50498, 38300, 35089, 34068, 30869, 28662, 28217, 27258, 26523, 33160, 34631, 40482, 38790, 38697, 38374, 41144, 40880, 33720, 27012, 27090, 26639, 26162, 24585, 23693, 25239, 28303, 27346, 28759, 27955, 27462, 27282, 26552, 27271, 26403, 27115, 25632, 23563, 23552, 24326, 25774, 23583, 24118, 23185, 22022, 23295, 22939, 22475, 24558, 25135, 24090, 23832, 24500, 24094, 23289, 24654, 24556, 24728, 24413, 23719, 22882, 22644, 22859, 22018, 22486, 22182, 21734, 21879, 22560, 20762, 20165, 19776, 18512, 18919, 18822, 18939, 21783, 20996, 19894, 19728, 19094, 19181, 19119]"
Lalala,"[22863, 29870, 35738, 44578, 49461, 50451, 54685, 51812, 56480, 56696, 60750, 73501, 69202, 66729, 63808, 62473, 60958, 60312, 42783, 42907, 42819, 43722, 43348, 48933, 40606, 36465, 39964, 39857, 38537, 37137, 37473, 37493, 33260, 30878, 28877, 28179, 27711, 29179, 27470, 27079, 26813, 24938, 25607, 24970, 24099, 24041, 23878, 23389, 22967, 22110, 21239, 21615, 21599, 21131, 20674, 19463, 16814, 16536]"
Hate Me (with Juice WRLD),"[22351, 24847, 23474, 28354, 26590, 23731, 22233, 19358, 19864, 14484, 13906, 14287, 23791, 43909, 36409, 34460, 32803, 30318, 24761, 46535, 40052, 30569, 27266, 27085, 28727, 28250, 27362, 26850, 26156, 25452, 24666, 24210, 23114, 25047, 25197, 24423, 23485, 21326, 21977, 21645, 19928, 20133, 19447, 19130, 18695, 18774, 17318, 16682, 16101, 15893, 16390]"
Bogozd Ki,"[13142, 13944, 13633, 13922, 13547, 13362, 13993, 14488, 14979, 14957, 15770, 15355, 14076, 14304, 14302, 24764, 25109, 26890, 25159, 22334, 21253, 21909, 22070, 20825, 21109, 22233, 23236, 22871]"
Goodbyes (feat. Young Thug),"[107707, 87059, 77071, 70755, 67144, 75928, 66317, 65688, 61070, 81734, 72778, 57213, 52215, 45818, 42678, 40363, 39041, 33252, 33537, 29927, 27236, 26960, 30444, 26527, 22747, 22812, 24131, 23885, 21762, 20705, 21071, 20060, 19822, 18918, 19219, 21502, 20229, 18789, 17321, 16526, 15642, 16096, 15852, 14714, 15612]"
Instagram,"[26501, 18839, 22002, 20372, 20045, 19892, 20331, 20574, 20963, 19135, 18027, 17603, 18094, 16586, 16519, 15608, 15581, 13395, 15127, 15097]"
Van Egy Ház,"[13593, 15774, 17370, 15235, 15532, 15109, 17000, 19114, 20251, 19534, 19170, 18616, 17290, 17189, 18416, 18062, 18146, 18116, 18550, 17538, 16382, 16254, 15618, 16774, 17346, 17649, 17606, 17528, 18090, 17958, 18465, 17824, 15919, 17939, 18939, 17799, 18311, 18055, 17789, 17935, 17691, 17514, 17500, 17583, 17911, 18354, 17644, 18275, 17976, 18887, 19149, 17703, 16932, 18827, 17580, 21050, 33582, 38199, 38292, 36477, 36904, 38572, 46782, 38602, 38722, 42024, 40509, 40307, 42734, 40302, 37989, 38291, 45262, 51037, 43652, 42789, 45215]"
South of the Border (feat. Camila Cabello & Cardi B),"[64717, 46082, 34827, 37378, 30398, 21926, 20795, 21514, 19523, 18921, 19524, 20071, 23975, 39187, 40641, 45803, 43622, 44881, 45852, 43466, 40392, 32910, 32403, 26468, 31051, 37473, 39417, 36613, 31508, 26298, 25326, 26358, 24396, 23869, 22697, 19777, 18559, 17777, 17166, 15883, 16587, 16132, 15085, 16588, 16088, 15946, 15687]"
bad guy (with Justin Bieber),"[63286, 55980, 47026, 42808, 38834, 33933, 20450, 18655, 17214, 15450, 14848, 15036, 14890, 14059, 14027, 15278, 15018]"
Harder (with Bebe Rexha),"[24219, 20869, 15391, 15197, 16056, 15672, 13744, 16756, 16905, 16304, 15843, 17403, 17621, 18652, 17838, 18290, 17190, 18547, 18443, 18498, 17715, 17888, 19272, 21296, 21690, 23054, 22656, 23206, 23731, 24434, 20783, 18794, 19305, 19029, 18838, 17284, 17070, 17054, 15731, 16744, 16542, 15754, 15643, 16065]"
Infinity,"[18390, 28799, 30210, 27451, 24329, 22826, 21660, 30383, 49350, 49212, 50437, 44454, 51355, 58949, 62447, 61989, 61379, 62656, 59653, 57184, 55762, 55281, 50557, 50654, 55217, 53104, 53872, 48718, 47304, 44608, 40437, 38167, 35610, 35140, 33078, 29724, 28165, 26860, 25063, 24945, 24769]"
Good as Hell,"[15052, 18015, 17302, 15866, 15290, 13812, 16040, 18710, 17375, 16274, 19007, 22300, 23797, 24364, 22854]"
How Do You Sleep?,"[50138, 51718, 48305, 45174, 43117, 45000, 46695, 46692, 54150, 50108, 49342, 51538, 51871, 50755, 49706, 45024, 44638, 42467, 39075, 35521, 32911, 32002, 25943, 31216, 37788, 35062, 25106, 22540, 22184, 20761, 20679, 19431, 19297, 18432, 16533, 16097]"
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","[19347, 18268, 18039, 17489, 17615, 16530, 17024, 16650, 16773, 16486, 16511, 16257, 16022, 17051, 17469, 14438, 14961, 14821, 14653, 15512, 20848, 19365, 22442, 17882, 18534, 15358, 16344, 16336]"
Van Ez A Hely,"[15542, 13699, 13890, 15152, 17418, 17705, 17327, 16581, 16505, 15605, 15516, 16685, 16567, 16702, 16568, 17224, 16128, 14912, 17228, 16510, 17339, 16247, 16576, 16203, 16444, 16192, 16437, 16061, 15785, 15847, 16285, 16925, 16456]"
Dance Monkey,"[14836, 20121, 31262, 41365, 43149, 53101, 68958, 72673, 108043, 133998, 151474, 173978, 202607, 215505, 232664, 209751, 212702, 227262, 230823, 215060, 209076, 198757, 177998, 187535, 180488, 180626, 168728, 162203, 154506, 146984, 141726, 130157, 122327, 114236, 106486, 95143, 94447, 96439, 86062, 85706, 77758, 74074, 73756, 71449, 69465, 69010, 71838, 71168, 72587, 74741, 74075, 69716, 69026, 66571, 66851, 64862, 63159, 59721, 56431, 55476, 54426, 50125, 47984, 47389, 45755, 46189, 47367, 43270, 40614, 36577, 34803, 38311, 44890, 40965, 40750, 46981, 41945, 41037, 37842, 38991, 38282, 36337, 36302, 35521, 35345, 33237, 29916, 30652, 31497, 28178, 29675, 29730, 29391, 28961, 28702, 27346, 27707, 27987, 28932, 30003, 29002, 28679, 28266, 27246, 26726, 26524, 25353, 25141, 24401, 22111, 21709, 21413, 21915, 21213, 21025, 20541, 20457, 21336, 20403, 20502, 21152, 21517]"
Takeaway,"[58557, 46347, 43950, 45281, 45605, 44591, 39676, 45914, 43125, 44060, 46414, 47657, 48245, 48078, 44791, 43994, 37637, 32706, 29054, 27925, 26296, 22368, 25190, 25900, 27152, 27069, 27607, 27022, 27634, 26997, 26975, 25841, 26050, 26828, 27627, 27654, 24803, 25862, 25494, 23438, 25405, 24200, 23440, 23182, 23836, 21804, 21970, 21344, 20824, 21464, 21261, 21204, 17899, 17538, 16140]"
"fuck, i'm lonely","[35189, 28505, 27376, 37243, 39606, 37725, 38936, 33441, 31701, 32245, 32102, 21441, 20684, 18648, 19096, 18249, 17124, 16296, 17548, 17943, 16791, 19027, 17600, 18035, 16951, 15602, 15930]"
Classic,"[29110, 24677, 18655, 18145, 27195, 28260, 25424, 22748, 21478, 18672, 18376, 19375, 20741, 17475, 17788, 17241, 17052, 16276, 15294, 16698, 18075, 16790, 15998, 17055, 17084, 22287, 22450, 22399]"
All For Us - from the HBO Original Series Euphoria,"[19423, 43776, 34794, 35591, 29758, 20708, 18481, 16432, 16551, 15715, 25509, 30759, 37670, 42415, 42130, 39486]"
Teeth,"[45987, 48877, 45048, 46084, 41971, 39789, 39252, 37449, 34537, 36431, 33208, 32918, 30132, 28170, 23346, 22177, 20319, 17685, 19313, 20178, 19575, 18607, 18644, 17829, 17191, 17293, 27577, 19949, 15422, 15301, 15178, 14535, 25749]"
Cruel Summer,"[20080, 37670, 47951, 51448, 58563, 58549, 53183, 52489, 53533, 58788, 59406, 58075, 57504, 56083, 52082, 51897, 53588, 50371, 50970, 56356, 53727, 54347, 54158, 50399, 51001, 52398, 48631, 48905, 62343, 55123, 59181, 55849, 53243, 56316, 57524, 57964, 55909, 57175, 57023, 54734, 56089, 50288, 49726, 49574, 45703, 42937, 42871]"
Gyere Velem,"[13961, 14018, 22081, 44813, 65528, 69782, 73957, 71103, 73949, 80257, 84223, 80589, 82138, 74946, 76056, 80652, 69461, 74186, 76965, 72291, 67849, 65637, 65744, 65078, 59107, 55612, 53774, 47817, 47461, 49354, 49221, 49940, 48138, 72508, 63593, 56509, 54139, 50358, 47865, 45322, 44163, 40600, 40236, 38740, 39634, 38442, 35412, 33838, 34191, 31938, 31071, 29411, 29297, 30537, 35291, 37118, 36221, 34653, 32968, 32262, 32851, 30610, 30284, 29448, 31315, 33796, 28753, 30094]"
Circles,"[85787, 109589, 92621, 79033, 74721, 77022, 77544, 77579, 80944, 78286, 76490, 76030, 70599, 67858, 68312, 68918, 59409, 65410, 69178, 70056, 64768, 63244, 63188, 61759, 59679, 57047, 55887, 57023, 54231, 48775, 48195, 48820, 46054, 50157, 47995, 43991, 45804, 44627, 44837, 42594, 39314, 37369, 37241, 37633, 35185, 30706, 31273, 27289, 26742, 26915, 26981, 26002, 25688, 26917, 26251, 25503, 25302, 23505, 23392, 24038, 24389, 21880, 22316, 22075, 21605, 25098, 26724, 24571, 26296, 24090, 23851, 22219, 22640, 22483, 21258, 20607, 20668, 20766, 19824, 19281]"
hot girl bummer,"[20624, 22721, 28199, 37266, 43505, 57918, 61408, 61202, 64927, 60510, 60706, 61056, 57736, 52883, 45992, 45480, 37233, 42121, 46767, 47265, 43527, 31614, 29806, 29498, 27850, 24689, 24644, 25012, 25530, 23630, 26503, 28337, 26742, 27310, 27563, 26510, 27135, 26237, 26579, 26172, 27344, 27086, 26074, 24410, 23492, 24012, 24139, 20492, 19833, 19436, 19183, 19273, 19162, 19432, 18804, 18661, 18335, 18665, 18881, 21716, 22760, 21070, 21476, 21162, 19665, 20457, 21320, 20134, 19787, 21198, 21409, 21655, 21119, 20850, 20391, 20542, 20037, 21022, 19961, 19783, 20248, 19465, 19658, 19795, 19562, 18920]"
goosebumps,"[15156, 15545, 15724, 16125, 17015, 18325, 19547, 19723, 19797, 17250, 18696, 18841, 18727, 18708, 20238, 20094, 19370, 19464, 22125, 21404, 21941, 22056, 22346, 22050, 22078, 22425, 22885, 23438, 22712, 22435, 22112, 20820, 27032, 72342, 59929, 56381, 52990, 53685, 51859, 51930, 49370, 49099, 47392, 46496, 42557, 42524, 42221, 41256, 40328, 40691, 39983, 39324, 39799, 39852, 40062, 37928, 36737, 34604, 35379, 39222, 31212, 31633, 31387, 31794, 34296, 36320, 35209, 35274, 32878, 29279, 32418, 32456, 32732, 32423, 31318, 31087, 30499, 29651, 30367, 28788, 28709, 28778, 26902, 27278, 27172, 26604, 26598, 25814, 24955, 24654, 23706, 23872, 24230, 22048, 21864, 21370, 21177, 21327, 20189, 20832, 21428, 21049, 36529, 39142, 40722, 41251, 40811, 40024, 40708, 39651, 37909, 44240, 44276, 42223, 46050, 41972]"
Hollywood's Bleeding,"[100760, 82239, 61673, 49982, 42246, 36618, 32182, 27203, 22869, 22945, 21117, 19640, 19147, 19603, 18941, 15704, 16834, 16735]"
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"[87576, 75689, 67635, 59081, 57311, 55401, 52769, 50073, 44490, 43559, 40280, 37763, 35448, 31581, 30064, 20066, 21013, 20399, 19223, 17474, 17202, 18738, 17350, 17521]"
