rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1tTOuvmJvZ2DACbTLkwZIT","Manuel, Moriones","Voodoo Baba","Gold Record Music Kft.",1,1,4,"383260"
2,"spotify:track:6DmpM21b070AdtXm7Lc370","DESH","Strawberry","Supermanagement",2,2,3,"332816"
3,"spotify:track:2GxrNKugF82CnoRFbQfzPf","Artemas","i like the way you kiss me","Artemas",1,3,9,"317302"
4,"spotify:track:48lxT5qJF0yYyf2z4wB4xW","Jaxomy, Agatino Romero, Raffaella Carrà","Pedro","Columbia/B1 Recordings/Ultra Records",3,4,6,"241569"
5,"spotify:track:7fzHQizxTqy8wTXwlrgPQQ","Tommy Richman","MILLION DOLLAR BABY","PULSE Records",5,27,2,"236568"
6,"spotify:track:0nI4wU2023g1mFho21Vddr","Manuel","Tiara","Gold Record Music Kft.",1,5,13,"206075"
7,"spotify:track:4IIEKJ3RVCc7z3PZdD5PZu","Azahriah","kapu","Supermanagement",4,6,5,"201922"
8,"spotify:track:2qSkIjg1o9h3YT9RAgYN75","Sabrina Carpenter","Espresso","Island Records",8,8,5,"194030"
9,"spotify:track:6XjDF6nds4DE2BBbagZol6","FloyyMenor, Cris Mj","Gata Only","FloyyMenor under exclusive license to UnitedMasters LLC",9,10,6,"192321"
10,"spotify:track:2zIijzos3rNY6DkvX2ZYDX","Pogány Induló","Úgy Hiszem","ASAN Budapest",1,9,15,"188165"
11,"spotify:track:1E2flGJxXQNeBLRqQXiAsK","DESH, Young Fly, Azahriah, Lord Panamo","Rampapapam","Supermanagement",1,12,43,"183863"
12,"spotify:track:5BMR7642rtK1PdcsMDhuFf","Manuel","Doktor - Torz","Gold Record Music Kft.",6,7,4,"181467"
13,"spotify:track:2EAvOY1uymm5ZAd0ZbnnPW","Azahriah","introvertált dal","Supermanagement",1,15,65,"172900"
14,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",14,31,2,"172739"
15,"spotify:track:5Z0UnEtpLDQyYlWwgi8m9C","Hozier","Too Sweet","Rubyworks / Universal-Island Records Ltd",5,11,7,"168128"
16,"spotify:track:13EtEH0X61xnyEChVmeb2Q","Pogány Induló, Parno Graszt","Székelykapu","ASAN Budapest",3,13,15,"159185"
17,"spotify:track:1zWdoNRmxhBaAJiJI2SI7j","Pogány Induló","Mámor","ASAN Budapest",2,17,15,"153559"
18,"spotify:track:1LY3GhF0zxIVgbYEQjCbUO","Disturbed, CYRIL","The Sound of Silence - CYRIL Remix","Spinnin' Records",18,19,13,"145576"
19,"spotify:track:1aHy1ipWQRNauI0ee9uYfi","Lithe","Fall Back","GSL",16,16,5,"138992"
20,"spotify:track:7kIn3HrqM432chtEydQgMb","Tomi, VALMAR","Valencia","Szatmári Tamás",1,25,34,"137120"
21,"spotify:track:1tCIXEBHBFHO1x3M07z3xy","DESH, Young Fly","Pakisztáni/popo","Supermanagement",1,26,43,"132452"
22,"spotify:track:2KViM7OZzQU9mLWxJxHJWG","Pogány Induló, ANUBII$","Afro Beat","ASAN Budapest",8,28,64,"130709"
23,"spotify:track:07L9KepMsQ4mG9BLE04mXc","T. Danny, Jaber","GÁZ","T. Danny",14,14,3,"128756"
24,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",6,23,17,"124532"
25,"spotify:track:1xPqR1twZKzVvHeVtP9wmN","Azahriah","tartarosz","Supermanagement",6,20,5,"120145"
26,"spotify:track:3bK1zVFBKIzYjmptmI4NsJ","Ofenbach, Norma Jean Martine","Overdrive (feat. Norma Jean Martine)","Elektra France",20,30,19,"119345"
27,"spotify:track:7lemjnVRAqQtqqLdSqCKqM","Azahriah, DESH","Mind1","Supermanagement",1,34,155,"118225"
28,"spotify:track:5uQ7de4EWjb3rkcFxyEOpu","Mark Ambor","Belong Together","Hundred Days Records, LLC",28,36,8,"115784"
29,"spotify:track:0fBK1og2qGc1vSdEln0sFs","Azahriah","mariana.árok","Supermanagement",1,24,14,"115049"
30,"spotify:track:72CToGLjHS2QsMOiUYY89j","Azahriah","yukata","Supermanagement",11,29,5,"109839"
31,"spotify:track:2jWn2D8Xs7gmmDU0valnfO","Manuel","Need U - Puha","Gold Record Music Kft.",8,21,4,"107772"
32,"spotify:track:0Ro1NBqAymTPeQuHVNOekw","Beton.Hofi, ANUBII$","MEGGYFÁN","Banana Records",5,37,10,"105885"
33,"spotify:track:28drn6tQo95MRvO0jQEo5C","Future, Metro Boomin, Travis Scott, Playboi Carti","Type Shit","Wilburn Holding Co./Boominati/Epic/Republic",24,38,8,"104450"
34,"spotify:track:4Q6pUe0KTMlqRoxJpXCytk","Pogány Induló","Gengetek ellen","ASAN Budapest",2,42,19,"104270"
35,"spotify:track:1NJqCgWaY3kwdt2f7M1iui","BSW","Boldogtalanság","BSW",18,32,4,"102724"
36,"spotify:track:20WM1IuecsXUcc0qPcqoeV","Misshmusic, KKevin","Nem vagyok rosszul","#misshmusic",18,18,2,"102634"
37,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",21,39,19,"102206"
38,"spotify:track:6S8A2hIs3iqFnn3ZdQGg68","Pogány Induló","Kitartást","ASAN Budapest",3,46,17,"101461"
39,"spotify:track:18DVypBkvcJtVFzQr5Ly7J","Beton.Hofi, Hundred Sins","BAGIRA","Universal Music Kft. Hungary",1,40,91,"101456"
40,"spotify:track:5pYNDOTIoZZ5ab77vb8EO3","Azahriah, DESH","Rét","Supermanagement",30,44,58,"101301"
41,"spotify:track:2H5Xte3poqJ1ld8HtmC7yc","Azahriah","cipoe","Supermanagement",2,35,7,"99164"
42,"spotify:track:59NraMJsLaMCVtwXTSia8i","cassö, RAYE, D-Block Europe","Prada","Ministry of Sound Recordings",28,51,39,"97999"
43,"spotify:track:4kRnFRvg8mFFJFFlxJ9FLW","Azahriah","viadal","Supermanagement",10,33,5,"97224"
44,"spotify:track:77DRzu7ERs0TX3roZcre7Q","Kendrick Lamar","euphoria","Kendrick Lamar, under exclusive license to Interscope Records",22,22,2,"96373"
45,"spotify:track:3QJsSWa0Xo8MfaRn1gr4Be","Isabel LaRosa","favorite","Slumbo Labs/RCA Records",45,47,7,"95249"
46,"spotify:track:31nfdEooLEq7dn3UMcIeB5","BENNETT","Vois sur ton chemin - Techno Mix","Warner Music Central Europe",22,49,41,"94762"
47,"spotify:track:3rUGC1vUpkDG9CZFHMur1t","Tate McRae","greedy","RCA Records Label",4,45,35,"93218"
48,"spotify:track:42VsgItocQwOQC3XWZ8JNA","Travis Scott, Playboi Carti","FE!N (feat. Playboi Carti)","Cactus Jack/Epic",15,56,38,"92653"
49,"spotify:track:5ZY255MSISgMrvHmRZux1E","Azahriah","3korty","Supermanagement",1,53,55,"92638"
50,"spotify:track:7BHYrsEYySLRs6PcZvvFEm","T. Danny, Young Fly","No Woman No Cry","T. Danny",1,54,21,"90305"
51,"spotify:track:520pvY0G0yZ9Jcwlhik7lD","Filo, Apu","seholse","On The Low",7,57,45,"87725"
52,"spotify:track:1BXp9PwKtW5AKD0QDdaPSw","DESH","Osztriga","Supermanagement",2,63,27,"86338"
53,"spotify:track:1tAyEL10PQDcIvEL2o75wt","Azahriah","figyelj","Supermanagement",2,61,93,"86116"
54,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",11,48,13,"84817"
55,"spotify:track:2FQrifJ1N335Ljm3TjTVVf","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",55,68,3,"83361"
56,"spotify:track:2OzhQlSqBEmt7hmkYxfT6m","Taylor Swift, Post Malone","Fortnight (feat. Post Malone)","Taylor Swift",16,50,4,"83360"
57,"spotify:track:09CnYHiZ5jGT1wr1TXJ9Zt","Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike","Thank You (Not So Bad)","Ministry of Sound Recordings",57,65,17,"82452"
58,"spotify:track:156AeYPPIRgeYJWmC3JUbO","DESH","Apály","Supermanagement",19,59,23,"79235"
59,"spotify:track:7EcJ2eThRCoqr902mGunDq","Azahriah","lesson","Supermanagement",12,52,5,"78266"
60,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",3,75,90,"77531"
61,"spotify:track:2tudvzsrR56uom6smgOcSf","Future, Metro Boomin, Kendrick Lamar","Like That","Wilburn Holding Co./Boominati/Epic/Republic",14,64,8,"77318"
62,"spotify:track:0LMwmV37RCmBO2so0szAFs","Kygo, Ava Max","Whatever","Kygo/RCA Records",56,76,17,"75991"
63,"spotify:track:1VPU7SKdABCb3gNCNjMFIZ","Azahriah, DESH","lost tiki","Supermanagement",5,70,39,"75959"
64,"spotify:track:3w0w2T288dec0mgeZZqoNN","¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti","CARNIVAL","Ye",5,60,14,"75565"
65,"spotify:track:0nQuoTxzDIVoWzaTgF5xtW","Dzsúdló, Azahriah","Várnék","Supermanagement",1,79,93,"74834"
66,"spotify:track:7221xIgOnuakPdLqT0F3nP","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records/Republic Records",66,-1,1,"74825"
67,"spotify:track:6FEOBxU5S269ahQfY9xLvZ","Manuel","Szabotázs","Gold Record Music Kft.",14,41,4,"74793"
68,"spotify:track:2FLH8pUVYNRJIEZcwLyzYy","Follow The Flow","Szélcsend","Supermanagement",3,74,60,"74463"
69,"spotify:track:3U5JVgI2x4rDyHGObzJfNf","Natasha Bedingfield","Unwritten","Sony Music CG",3,71,18,"73332"
70,"spotify:track:4VXiDjCRkKHvXFhSX7OEri","Bruno X Spacc, KÚTVÖLGYI SÁRA","Loca","Bruno X Spacc",3,69,20,"73040"
71,"spotify:track:5b5cPscqVEMChvDqscVw26","Dua Lipa","Training Season","Warner Records",15,62,13,"72994"
72,"spotify:track:0h3Xy4V4apMraB5NuM8U7Z","CYRIL","Stumblin' In","Spinnin' Records",72,83,9,"71355"
73,"spotify:track:7guuxhxRSe7SDCYIkxodUx","4s Street","Mesélek a bornak","Mistral Music",25,66,91,"70845"
74,"spotify:track:6nLt2P4qTu9T787DlfbVi7","DESH","Haramia","Supermanagement",3,73,26,"69726"
75,"spotify:track:1o0TkBcMTkkOg1KUeB4riK","Azahriah","four moods","Supermanagement",1,94,93,"69393"
76,"spotify:track:2a1o6ZejUi8U3wzzOtCOYw","Don Omar, Lucenzo","Danza Kuduro","UMLE - Machete",53,99,100,"68831"
77,"spotify:track:5doAzQzWfbAWMvh2eXxvdf","KKevin","RÓLAD SZÓL","KKEVIN",2,72,12,"68059"
78,"spotify:track:6D8y7Bck8h11byRY88Pt2z","Dua Lipa","Houdini","Warner Records",16,55,26,"67819"
79,"spotify:track:28VVWdNsM6l05eOiJfth5X","HENN","SANDELA","Bedlam Records",17,90,17,"67759"
80,"spotify:track:331l3xABO0HMr1Kkyh2LZq","David Guetta, OneRepublic","I Don't Wanna Wait","Parlophone UK",69,85,6,"67255"
81,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",37,95,191,"67079"
82,"spotify:track:4Os68ICIOhJVOPfl53TjBP","Beton.Hofi, ajsa luna, Hundred Sins, Beatrick","TISZALÖK","Universal Music Kft. Hungary",7,84,89,"66698"
83,"spotify:track:0YThXX1dqUpYBLyJNAsF9N","Yeat","If We Being Rëal","Field Trip Recordings/Capitol Records",77,77,4,"66469"
84,"spotify:track:3lMzT16MjAKKXF7pSZn13B","Lay Bankz","Tell Ur Girlfriend","Artist Partner Group, Inc.",44,58,5,"65138"
85,"spotify:track:0Fyqe4e5VjCaFjNSNYWa25","GIMS, Morad, SativaMusic","SEYA","Play Two",53,98,15,"64984"
86,"spotify:track:0uHrMbMv3c78398pIANDqR","Joost","Europapa","Joost Klein",86,-1,1,"64765"
87,"spotify:track:6nVEV8CIU4dw12oVZbKJtl","Elley Duhé, Whethan","MONEY ON THE DASH - SPED UP","Not Fit For Society, Inc./Good Luck Have Fun Records",84,105,17,"64364"
88,"spotify:track:4q5YezDOIPcoLr8R81x9qy","Taylor Swift","I Can Do It With a Broken Heart","Taylor Swift",31,89,4,"64306"
89,"spotify:track:1LuXPfE3lgAzS8w5IcHAbL","Beton.Hofi, ANUBII$","SOFIA COPPOLA","Banana Records",7,80,10,"64107"
90,"spotify:track:3tYdb1HYnrqcq9bdwsuxfg","VZS","Gurulgatok","VZS",25,92,34,"64106"
91,"spotify:track:3wQlR2WBPLoKAN6uZgRx54","LMEN PRALA","MENTALITAT","LMEN PRALA",16,86,35,"63887"
92,"spotify:track:63ZedTAVRCICh2CNLWnsPZ","Beny Jr, Morad, K y B","Sigue","K y B",54,97,12,"63451"
93,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",64,102,271,"63169"
94,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",39,104,27,"62765"
95,"spotify:track:0XUClHXrjQYhATEItePqfT","Beton.Hofi, Hundred Sins, laurie., Dom Beats","HOLNAP MEGÁLLNAK AZ ÓRÁK","Banana Records",5,87,15,"62384"
96,"spotify:track:7DSAEUvxU8FajXtRloy8M0","Miley Cyrus","Flowers","Columbia",1,91,70,"62352"
97,"spotify:track:5ZduaRci3iNUiDfJbBfAaf","Matt Sassari","Give It To Me - Full Vocal Mix","Cr2 Records",70,106,77,"61526"
98,"spotify:track:3mfER4ORePHvN35cbZ3dkV","Lost Frequencies, Calum Scott","Where Are You Now","Epic Amsterdam",3,116,134,"61371"
99,"spotify:track:3sUOONjFxjepoSXvKYrz5E","Dzsúdló, Lil Frakk","Lej","Supermanagement",10,137,225,"61339"
100,"spotify:track:3bccJlU6zh1SZ79jvduQ06","Pogány Induló, ekhoe","15","ASAN Budapest",6,101,15,"61173"
101,"spotify:track:1Qzkw4QaTXbVd1TmDzSNOv","Azahriah","gát","Supermanagement",6,109,55,"61031"
