rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0urTgP4nVlcZuiMVAUepCQ","Azahriah, DESH","Mind1","Supermanagement",1,1,7,"227605"
2,"spotify:track:6PQ88X9TkUIAUIZJHW2upE","Ed Sheeran","Bad Habits","Atlantic Records UK",2,4,3,"184455"
3,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",3,3,7,"176539"
4,"spotify:track:4pt5fDVTg5GhEvEtlz9dKk","Måneskin","I WANNA BE YOUR SLAVE","RCA Records Label",2,2,8,"162562"
5,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",1,5,9,"155067"
6,"spotify:track:4cG7HUWYHBV6R6tHn1gxrl","Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Ministry of Sound Recordings",2,6,22,"145152"
7,"spotify:track:67BtfxlNbhBmCDR2L2l8qd","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,7,16,"123246"
8,"spotify:track:63p0noYOc50p5KRUfJyukt","VALMAR, Manuel","Éget a nap","VLMR MUSIC",6,8,7,"119627"
9,"spotify:track:5HCyWlXZPP0y6Gqq8TgA20","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",9,-1,1,"117869"
10,"spotify:track:7EQq2RCCbFOR7XnN5J1vTv","Azahriah, DESH","RÉT","Gemini",7,10,36,"99147"
11,"spotify:track:5YaskwnGDZFDRipaqzbwQx","ATB, Topic, A7S","Your Love (9PM)","Virgin",8,9,26,"98417"
12,"spotify:track:6f3Slt0GbA2bPZlz0aIFXN","Tiësto","The Business","Atlantic Records",1,12,42,"94764"
13,"spotify:track:5nujrmhLynf4yMoMtj8AQF","Dua Lipa, DaBaby","Levitating (feat. DaBaby)","Warner Records",4,11,41,"90232"
14,"spotify:track:0BGwAKW4u8kWOhWFflZxfl","Masked Wolf","Astronaut In The Ocean","Elektra (NEK)",1,14,29,"78019"
15,"spotify:track:2pPO9YecZimmuVQfIzfV6U","Ofenbach, Lagique","Wasted Love (feat. Lagique)","Elektra France",14,16,20,"75404"
16,"spotify:track:776AftMmFFAWUIEAb3lHhw","Måneskin","ZITTI E BUONI","RCA Records Label",5,13,8,"75369"
17,"spotify:track:40uMIn2zJLAQhNXghRjBed","Post Malone","Motley Crew","Republic Records",17,-1,1,"74857"
18,"spotify:track:3DarAbFujv6eYNliUTyqtz","Doja Cat, SZA","Kiss Me More (feat. SZA)","Kemosabe Records/RCA Records",10,17,14,"73156"
19,"spotify:track:3iw6V4LH7yPj1ESORX9RIN","Nathan Evans, 220 KID","Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Polydor Records",16,19,22,"71392"
20,"spotify:track:4iJyoBOLtHqaGxP12qzhQI","Justin Bieber, Daniel Caesar, Giveon","Peaches (feat. Daniel Caesar & Giveon)","RBMG/Def Jam",4,18,17,"69516"
21,"spotify:track:6cx06DFPPHchuUAcTxznu9","Joel Corry, MNEK","Head & Heart (feat. MNEK)","Atlantic Records UK",2,20,52,"68475"
22,"spotify:track:37kI8bPlN5iN37kSFTyKCY","Azahriah","aight","Supermanagement",15,15,13,"66542"
23,"spotify:track:0siYMEsGrzzzlWLXK5zJfS","Joel Corry, RAYE, David Guetta","BED","Perfect Havoc / Asylum Records",18,22,17,"65612"
24,"spotify:track:6ft4hAq6yde8jPZY2i5zLr","MEDUZA, Dermot Kennedy","Paradise (feat. Dermot Kennedy)","Universal-Island Records Ltd.",3,21,37,"65494"
25,"spotify:track:6i7zAdNhzUN2k1HcrBxPHG","Ofenbach, Quarterhead, Norma Jean Martine","Head Shoulders Knees & Toes (feat. Norma Jean Martine)","Elektra France",3,23,44,"63698"
26,"spotify:track:6OufwUcCqo81guU2jAlDVP","Shouse","Love Tonight (Edit)","Hell Beach",25,25,8,"60558"
27,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,24,85,"60128"
28,"spotify:track:0VcZUeaVzBil5tN3LCzkFm","BSW, LMEN PRALA, T. Danny","Mokambo Gang","BSW",2,30,12,"56431"
29,"spotify:track:2WDRZdUzRYiv3JkdaMXU9p","LMEN PRALA","Polizei","LMEN PRALA",5,29,13,"56065"
30,"spotify:track:6uqyE384HDSsuwpoF4mjrL","Billie Eilish","NDA","Darkroom/Interscope Records",30,-1,1,"55660"
31,"spotify:track:2UbVnbE5FH6008mAm6Mmgw","OneRepublic","Run","Mosley Music/Interscope Records",31,32,10,"54927"
32,"spotify:track:37BZB0z9T8Xu7U3e65qxFy","The Weeknd, Ariana Grande","Save Your Tears (with Ariana Grande) (Remix)","Republic Records",15,27,12,"54834"
33,"spotify:track:0GsltzHgCGCiQvskZggDDj","Bagossy Brothers Company","Olyan Ő","Prime Events Management",3,36,130,"54424"
34,"spotify:track:0b18g3G5spr4ZCkz7Y6Q0Q","Majestic, Boney M.","Rasputin","NITRON music",30,31,11,"53112"
35,"spotify:track:3sUOONjFxjepoSXvKYrz5E","Dzsúdló, Lil Frakk","Lej","Supermanagement",10,37,83,"52829"
36,"spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm","Trinidad Cardona","Dinero","Run It Up Records/Island",22,28,6,"52214"
37,"spotify:track:4jPy3l0RUwlUI9T5XHBW2m","24kGoldn, iann dior","Mood (feat. iann dior)","Records/Columbia",1,35,48,"51765"
38,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",5,33,87,"50911"
39,"spotify:track:1KixkQVDUHggZMU9dUobgm","Ava Max","My Head & My Heart","Atlantic Records",24,34,30,"50616"
40,"spotify:track:0LThjFY2iTtNdd4wviwVV2","BTS","Permission to Dance","BIGHIT MUSIC",40,-1,1,"50403"
41,"spotify:track:0jSIGeXBzed6V7437rRupd","Follow The Flow, Varázslatos Magyarország","Régi mese","Supermanagement",24,40,15,"50155"
42,"spotify:track:78Jj0xPR2y4KMAtYuWpRly","Nemazalány, Sofi","Üres szívek","Last Projekt Records",2,39,22,"49968"
43,"spotify:track:3H7ihDc1dqLriiWXwsc2po","Topic, A7S","Breaking Me","Virgin",1,38,74,"48920"
44,"spotify:track:1m0UFnuTktOkksvjbF9z0m","Vegedream","Ramenez la coupe à la maison","Universal Music Division Island Def Jam",21,26,7,"48341"
45,"spotify:track:0853L9QuAoYUkHIA4d8aDO","T. Danny, Curtis","Faszagyerek","T. Danny",12,43,16,"45070"
46,"spotify:track:0zLCBJZSiELJf02ucPP9wb","SAINt JHN, Imanbek","Roses - Imanbek Remix","Columbia/B1 Recordings",1,44,87,"45031"
47,"spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP","Galantis, David Guetta, Little Mix","Heartbreak Anthem (with David Guetta & Little Mix)","Big Beat Records",47,49,8,"44382"
48,"spotify:track:7a53HqqArd4b9NF4XAmlbI","Ava Max","Kings & Queens","Atlantic Records",4,47,70,"43593"
49,"spotify:track:7hxHWCCAIIxFLCzvDgnQHX","Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. NAV)","Internet Money Records / TenThousand Projects",2,46,48,"43572"
50,"spotify:track:5wANPM4fQCJwkGd4rN57mH","Olivia Rodrigo","drivers license","Olivia Rodrigo PS",1,42,27,"42614"
51,"spotify:track:2bgTY4UwhfBYhGT4HUYStN","BTS","Butter","BIGHIT MUSIC",7,58,8,"42409"
52,"spotify:track:51Of5p3lKZeOg6itfs4og4","twocolors","Lovefool","Virgin",21,45,52,"41214"
53,"spotify:track:0vR2rIVORmgeKiGIgNT0fV","Calvin Harris, Tom Grennan","By Your Side (feat. Tom Grennan)","Columbia",53,61,5,"39430"
54,"spotify:track:4vtPjmwiNXDg7DOfB3gLet","T. Danny","Megmondtam","Heartless Records",14,59,79,"39204"
55,"spotify:track:7ucK5Hz5XY5x31no5jgHaI","Elefánt","Kár","Elefánt",55,-1,1,"38996"
56,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",52,57,28,"38586"
57,"spotify:track:15Zz41Ec3C6Rh6nDZa8331","Punnany Massif","Élvezd","AM:PM Music",53,53,233,"38500"
58,"spotify:track:6HU7h9RYOaPRFeh0R3UeAr","Olivia Rodrigo","deja vu","Olivia Rodrigo PS",17,51,15,"37798"
59,"spotify:track:0k4d5YPDr1r7FX77VdqWez","Doja Cat, The Weeknd","You Right","Kemosabe Records/RCA Records",35,41,3,"37586"
60,"spotify:track:3G9gEBbCzfGgTdZhnzk6Up","Halott Pénz","Szívedből minden kell","Halott Pénz",40,60,14,"37351"
61,"spotify:track:5HiMjc8jz0OeTnUQgp15FP","Azahriah, DESH","El Barto","Supermanagement",61,-1,1,"36659"
62,"spotify:track:5QO79kh1waicV47BqGRL3g","The Weeknd","Save Your Tears","Republic Records",3,54,29,"36193"
63,"spotify:track:5uWUKvPNekWal505BdKgfD","Manuel, T. Danny","Talán","Gold Record Music Kft.",1,64,36,"36161"
64,"spotify:track:2iL0W5qi0ivZ9WRXbZ74cS","Martin Garrix, Bono, The Edge","We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song","Epic Amsterdam",51,63,9,"35180"
65,"spotify:track:18vXApRmJSgQ6wG2ll9AOg","Polo G","RAPSTAR","Columbia",14,56,14,"35065"
66,"spotify:track:5PHgY9VKDWLk5YNA1bKw9f","Follow The Flow","Tavasz","Supermanagement",11,72,61,"35040"
67,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",13,67,97,"34553"
68,"spotify:track:5bmPNUbxkFtxPeen1Lqjen","Dzsúdló, Berta'Lami","Állat","Supermanagement",27,62,7,"34552"
69,"spotify:track:59qrUpoplZxbIZxk6X0Bm3","Jason Derulo","Take You Dancing","Atlantic Records",8,65,51,"34254"
70,"spotify:track:7BoobGhD4x5K96Me0hqC8Q","Bella Poarch","Build a Bitch","Warner Records",23,55,9,"34137"
71,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",8,66,62,"33997"
72,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",30,70,23,"33663"
73,"spotify:track:4Lt6GXGzYsa1tgkv3nGSTm","Jason Derulo, Nuka","Love Not War (The Tampa Beat)","Robots & Humans",58,68,29,"33458"
74,"spotify:track:0vrf1NID7s25S8ISHVZlQM","Bruno X Spacc","Budán Vagy Pesten","Young and Loud records",9,77,55,"33202"
75,"spotify:track:0XwSUpdrF7nR7hVxbDs7mb","Sia, David Guetta","Floating Through Space","Monkey Puzzle/Atlantic",63,69,23,"32932"
76,"spotify:track:5CZ40GBx1sQ9agT82CLQCT","Olivia Rodrigo","traitor","Olivia Rodrigo PS",48,78,8,"32703"
