rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6DmpM21b070AdtXm7Lc370","DESH","Strawberry","Supermanagement",1,1,7,"362907"
2,"spotify:track:2HYFX63wP3otVIvopRS99Z","Eminem","Houdini","Shady/Aftermath/Interscope Records",2,3,2,"281366"
3,"spotify:track:1E2flGJxXQNeBLRqQXiAsK","DESH, Young Fly, Azahriah, Lord Panamo","Rampapapam","Supermanagement",1,2,47,"268845"
4,"spotify:track:1tTOuvmJvZ2DACbTLkwZIT","Manuel, Moriones","Voodoo Baba","Gold Record Music Kft.",1,4,8,"243477"
5,"spotify:track:2EAvOY1uymm5ZAd0ZbnnPW","Azahriah","introvertált dal","Supermanagement",1,5,69,"243001"
6,"spotify:track:2GxrNKugF82CnoRFbQfzPf","Artemas","i like the way you kiss me","Artemas",1,7,13,"223827"
7,"spotify:track:2qSkIjg1o9h3YT9RAgYN75","Sabrina Carpenter","Espresso","Island Records",7,10,9,"214536"
8,"spotify:track:0m1rKryxt6PuEStB89hEgy","L'Entourloop, Azahriah","Don't Turn The Bass Down","X-Ray Production",4,6,4,"210498"
9,"spotify:track:7lemjnVRAqQtqqLdSqCKqM","Azahriah, DESH","Mind1","Supermanagement",1,8,159,"198185"
10,"spotify:track:2zIijzos3rNY6DkvX2ZYDX","Pogány Induló","Úgy Hiszem","ASAN Budapest",1,11,19,"192552"
11,"spotify:track:6XjDF6nds4DE2BBbagZol6","FloyyMenor, Cris Mj","Gata Only","FloyyMenor under exclusive license to UnitedMasters LLC",9,12,10,"189039"
12,"spotify:track:5Z0UnEtpLDQyYlWwgi8m9C","Hozier","Too Sweet","Rubyworks / Universal-Island Records Ltd",5,16,11,"169218"
13,"spotify:track:48lxT5qJF0yYyf2z4wB4xW","Jaxomy, Agatino Romero, Raffaella Carrà","Pedro","Columbia/B1 Recordings/Ultra Records",3,14,10,"168259"
14,"spotify:track:4IIEKJ3RVCc7z3PZdD5PZu","Azahriah","kapu","Supermanagement",4,9,9,"165913"
