rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0urTgP4nVlcZuiMVAUepCQ","Azahriah, DESH","Mind1","Supermanagement",1,1,22,"148691"
2,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",2,2,43,"137055"
3,"spotify:track:5PjdY0CKGZdEuoNab3yDmX","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,3,16,"133887"
4,"spotify:track:5Z9KJZvQzH6PFmb8SNkxuk","Lil Nas X, Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)","Columbia",2,5,14,"132031"
5,"spotify:track:6PQ88X9TkUIAUIZJHW2upE","Ed Sheeran","Bad Habits","Atlantic Records UK",1,4,18,"126677"
6,"spotify:track:7hU3IHwjX150XLoTVmjD0q","LISA","MONEY","YG Entertainment/Interscope Records",6,7,5,"101940"
7,"spotify:track:2PHgjJwswIHOhXexoizfT0","ByeAlex és a Slepp, Hiro","Hullik","Gold Record Music Kft.",5,9,15,"95238"
8,"spotify:track:3uUuGVFu1V7jTQL60S1r8z","Lost Frequencies, Calum Scott","Where Are You Now","Epic Amsterdam",8,12,12,"94240"
9,"spotify:track:2gpWyfu7eZ01zzncHpxOtA","Swedish House Mafia, The Weeknd","Moth To A Flame (with The Weeknd)","Republic Records",9,-1,1,"93906"
10,"spotify:track:3Wrjm47oTz2sjIgck11l5e","Måneskin","Beggin'","RCA Records Label",3,10,22,"92256"
11,"spotify:track:1esZgaqm0YKN87CIP3orJ3","Minelli","Rampampam","WM Poland/WMI",6,8,13,"91605"
12,"spotify:track:0gplL1WMoJ6iYaPgMCL0gX","Adele","Easy On Me","Columbia",6,6,2,"90401"
13,"spotify:track:7rglLriMNBPAyuJOMGwi39","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",12,13,11,"90264"
14,"spotify:track:75MNhvTCCKsST3YqqUiU9r","Ed Sheeran","Shivers","Atlantic Records UK",9,11,7,"89457"
15,"spotify:track:7EQq2RCCbFOR7XnN5J1vTv","Azahriah, DESH","RÉT","Gemini",7,15,51,"81779"
16,"spotify:track:33xrhC6KmGnt4pemTc2yiv","Paulina","Ajándék","Gold Record Music Kft.",16,-1,1,"81629"
17,"spotify:track:4ZtFanR9U6ndgddUvNcjcG","Olivia Rodrigo","good 4 u","Olivia Rodrigo PS",1,14,24,"79163"
18,"spotify:track:63p0noYOc50p5KRUfJyukt","VALMAR, Manuel","Éget a nap","VLMR MUSIC",6,20,22,"78365"
19,"spotify:track:1SC5rEoYDGUK4NfG82494W","Lil Nas X","MONTERO (Call Me By Your Name)","Columbia",1,16,31,"77703"
20,"spotify:track:4gcs66ZUuad1jhSQMB16w9","BSW","Gyere be velem (DUBAI GANG)","BSW",20,23,2,"76457"
21,"spotify:track:4cG7HUWYHBV6R6tHn1gxrl","Riton, Nightcrawlers, Mufasa & Hypeman, Mufasa, Dopamine","Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Ministry of Sound Recordings",2,18,37,"76201"
22,"spotify:track:2RvZC77XsiE9x434T6o1S2","Tóth Andi","Néztek","TóthAndi Music",14,22,14,"75939"
23,"spotify:track:0e8nrvls4Qqv5Rfa2UhqmO","Lil Nas X","THATS WHAT I WANT","Columbia",10,19,6,"74671"
24,"spotify:track:4pt5fDVTg5GhEvEtlz9dKk","Måneskin","I WANNA BE YOUR SLAVE","RCA Records Label",2,17,23,"74298"
25,"spotify:track:6Uj1ctrBOjOas8xZXGqKk4","Doja Cat","Woman","Kemosabe Records/RCA Records",14,24,13,"71903"
26,"spotify:track:10wMZu2Y9o55ylw6mRSiKB","AKC Kretta, AKC Misi","Gyere Velem","AKC Music Productions",21,21,6,"71103"
