rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6eaaIxWaso3ooRdPDS5PuN","DESH, Young Fly, KKevin","Rollin'","Supermanagement",1,2,3,"387912"
2,"spotify:track:1E2flGJxXQNeBLRqQXiAsK","DESH, Young Fly, Azahriah, Lord Panamo","Rampapapam","Supermanagement",2,-1,1,"350410"
3,"spotify:track:5ZY255MSISgMrvHmRZux1E","Azahriah","3korty","Supermanagement",1,1,13,"279846"
4,"spotify:track:2EAvOY1uymm5ZAd0ZbnnPW","Azahriah","introvertált dal","Supermanagement",1,3,23,"253594"
5,"spotify:track:5SDMdbd64hSpeg1OTCUy7L","DESH, Young Fly, Azahriah","Walkin a street","Supermanagement",5,-1,1,"205762"
6,"spotify:track:6q5hgTGtusA0tZuMS6mRIk","Beton.Hofi, ANUBII$","ÓCEÁN","Banana Records",6,-1,1,"197588"
7,"spotify:track:3DTF2AIcHMwZ1q1gz9zspi","Azahriah","szosziazi","Supermanagement",1,6,21,"183902"
8,"spotify:track:3UlXaigjBM3sHyOpDbh1RI","Azahriah","casa de papel","Supermanagement",4,5,13,"181869"
9,"spotify:track:18DVypBkvcJtVFzQr5Ly7J","Beton.Hofi, Hundred Sins","BAGIRA","Universal Music Kft. Hungary",1,9,49,"180174"
10,"spotify:track:1o0TkBcMTkkOg1KUeB4riK","Azahriah","four moods","Supermanagement",1,8,51,"173523"
11,"spotify:track:0nQuoTxzDIVoWzaTgF5xtW","Dzsúdló, Azahriah","Várnék","Supermanagement",1,11,51,"163372"
12,"spotify:track:1tCIXEBHBFHO1x3M07z3xy","DESH, Young Fly","Pakisztáni/popo","Supermanagement",12,-1,1,"159373"
13,"spotify:track:520pvY0G0yZ9Jcwlhik7lD","Filo, Apu","seholse","On The Low",7,7,3,"154807"
14,"spotify:track:1Qzkw4QaTXbVd1TmDzSNOv","Azahriah","gát","Supermanagement",6,10,13,"142653"
15,"spotify:track:1lfErXcHIp6Ail8bFuONMF","Pogány Induló, ANUBII$","Afro Beat","ASAN Budapest",8,13,22,"138170"
16,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",12,12,8,"136124"
17,"spotify:track:6Rc6C6S4lgT5j1OekgI155","Azahriah, DESH","Pullup","Supermanagement",1,15,62,"135966"
18,"spotify:track:1tAyEL10PQDcIvEL2o75wt","Azahriah","figyelj","Supermanagement",2,14,51,"132897"
19,"spotify:track:2R53XUHKpIDBau4xAvzhCY","DESH, Young Fly","Honeymoon","Supermanagement",19,-1,1,"131615"
20,"spotify:track:6npZ8fQgQqvXwqzLzFhkhb","Stadiumx, Sam Martin, Azahriah","Heaven","WM Poland/WMI",6,16,5,"128285"
21,"spotify:track:1jI95q1ZSLZuVNdOMwaoUL","KKevin, L.L. Junior","Csavargó","KKEVIN",2,18,27,"121953"
22,"spotify:track:1cthluQ9Ar0E50vI54hg9m","Krúbi","Krúbi Interjú","Krúbi",4,4,2,"120234"
23,"spotify:track:3XKdJfbBwnxUnn5tdaJoYL","DESH, Azahriah","Papa","Supermanagement",2,17,40,"117345"
24,"spotify:track:4Os68ICIOhJVOPfl53TjBP","Beton.Hofi, ajsa luna, Hundred Sins, Beatrick","TISZALÖK","Universal Music Kft. Hungary",7,20,47,"115240"
25,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",3,19,15,"115219"
26,"spotify:track:59wn91U7xuJ5S1zkX8HmpK","ekhoe","Smash!","On The Low Inc.",8,24,16,"112364"
27,"spotify:track:7cU3vDXfkH4bAemYBxuoJT","Azahriah, DESH","Miafasz","Supermanagement",2,23,62,"111539"
28,"spotify:track:5sybMF2Gbm98ociatHQFpT","Kain, ekhoe, Pogány Induló","Latyo és haze","Kain",10,21,28,"110711"
